song,track_id,release_date,song_popularity,duration(ms),explicit,artist_name,artist_id,artist_follower_no,artist_genres,artist_popularity
Come My Way,7xU32nQT8XfyZG4xcMzb5L,2016-08-17,56,213803,False,PLVTINUM,4V2pR2iSd1g0RZCglrP3jn,192476,"['alt z', 'pop']",59
"10,000 Hours",1mklEaSnZ6Vl4cHZ6AnnNC,2018-04-19,46,193095,False,PRETTYMUCH,5Y8eJDj37KhaEeqbVO7Ag1,1206178,"['boy band', 'dance pop', 'pop', 'post-teen pop']",61
Would You Mind,4vlL7HTI5eVGBYOb1w7Goi,2017-07-21,54,179689,False,PRETTYMUCH,5Y8eJDj37KhaEeqbVO7Ag1,1206178,"['boy band', 'dance pop', 'pop', 'post-teen pop']",61
Teacher,6sbP2ku2EPDBfVlt5ggO6h,2017-09-29,49,194920,False,PRETTYMUCH,5Y8eJDj37KhaEeqbVO7Ag1,1206178,"['boy band', 'dance pop', 'pop', 'post-teen pop']",61
Summer on You,07ipXN6CNTw34qwSYePKpg,2018-06-21,63,205791,False,PRETTYMUCH,5Y8eJDj37KhaEeqbVO7Ag1,1206178,"['boy band', 'dance pop', 'pop', 'post-teen pop']",61
Blind,5NeHvs8ClxMHtqv8DHEK1X,2019-01-25,48,201600,False,PRETTYMUCH,5Y8eJDj37KhaEeqbVO7Ag1,1206178,"['boy band', 'dance pop', 'pop', 'post-teen pop']",61
Jello,2jaaONYdaOUk8hhhIRIp4A,2018-12-14,48,177520,False,PRETTYMUCH,5Y8eJDj37KhaEeqbVO7Ag1,1206178,"['boy band', 'dance pop', 'pop', 'post-teen pop']",61
Blind - Acoustic,5uuH4G5XscvxYhRvZ5a7sT,2019-03-05,34,239360,False,PRETTYMUCH,5Y8eJDj37KhaEeqbVO7Ag1,1206178,"['boy band', 'dance pop', 'pop', 'post-teen pop']",61
Phases,3je88Q4OvTqIx7BFRFYvRA,2019-04-26,68,215759,True,PRETTYMUCH,5Y8eJDj37KhaEeqbVO7Ag1,1206178,"['boy band', 'dance pop', 'pop', 'post-teen pop']",61
On My Way,7H9YC7hkicuj0ASDn3Aati,2018-04-19,41,232036,False,PRETTYMUCH,5Y8eJDj37KhaEeqbVO7Ag1,1206178,"['boy band', 'dance pop', 'pop', 'post-teen pop']",61
Get It,6sOBI67H8F3S1cNS6CM5p7,2018-05-28,56,207040,False,PRISTIN V,4zTNiArZgV1SKWATSFshVI,417432,"['k-pop', 'k-pop girl group']",37
Gangnam Style (강남스타일),03UrZgTINDqvnUMbbIMhql,2012-01-01,74,219493,False,PSY,2dd5mrQZvg6SmahdgVKDzh,1432811,"['k-pop', 'k-rap', 'korean old school hip hop']",68
Float,3yt2uGIGep27Q3vtwMXM7d,2013-01-01,46,198986,False,Pacific Rim Nature Sounds,3w8tEo6enLhHpXSnFyvNlN,60,,21
Istoria Mias Kalpikis Liras,09CXYmMixnVBM3WlSsi3zG,2014-04-15,31,299817,False,Padma Purana,2nebIURM77CcBY8Q5y187K,3060,['greek downtempo'],15
'tis So Sweet To Trust In Jesus,0IIRQLWP8BAgVIr1EfQ7WW,2011-11-01,33,253520,False,Page CXVI,5TB43hYVZMxI193JCzyQJb,43258,"['christian uplift', 'indiecoustica', 'roots worship']",36
"Kiss, Kiss",5ez3u7wkhkkEvWwkNGKZpv,2007-01-01,32,164173,False,Pain in the Yeahs,2h3u3wJ0xRr93FoibwB3hd,247,['hampton roads indie'],0
Only Love Can Hurt Like This,62ke5zFUJN6RvtXZgVH0F8,2014-03-10,87,232893,False,Paloma Faith,4fwuXg6XQHfdlOdmw36OHa,1055620,"['british soul', 'dance pop', 'uk pop']",71
Always,4jozjPDv6YVVDmDqDQqyTf,2014-03-03,44,219051,False,Panama Soul,3Om5cWErwo2qZhlfUZk5kj,12,,2
Go Go Go,4l1ppM16qNSOUEiVMZpKke,2015-02-24,27,182212,False,Panic Is Perfect,1jjlwrVZC7GuprwdQl83BI,3768,,15
Impossible Year,5j9yOfRB2s6OMS1YwwYiMw,2016-01-15,56,202546,False,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,11478865,['modern rock'],78
High Hopes,1rqqCSm0Qe4I9rUvWncaom,2018-06-22,82,190946,False,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,11478865,['modern rock'],78
The Greatest Show,55PZSFcKQxXH5BOOcDA6yI,2018-11-02,64,174306,False,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,11478865,['modern rock'],78
"Build God, Then We'll Talk",4rstj4vgkFq49R2VV0fbxX,2005-09-27,60,220720,False,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,11478865,['modern rock'],78
Emperor's New Clothes,3px2rAPu74ltbkf9eZsZ8h,2016-01-15,70,158666,False,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,11478865,['modern rock'],78
London Beckoned Songs About Money Written by Machines,0N90pptABhFyr1axONlIEB,2005-09-27,52,203613,False,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,11478865,['modern rock'],78
Camisado,2hgkutEHVmJRg7drAJAFHi,2005-09-27,53,191866,False,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,11478865,['modern rock'],78
Time to Dance,4C2i4NymWRem1LOVEqwWV6,2005-09-27,52,202026,False,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,11478865,['modern rock'],78
Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,5eB7w8UZJKjL5XmnC6Pctg,2005-09-27,64,200226,True,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,11478865,['modern rock'],78
But It's Better If You Do,2ZqTtndqAZDRAWw2vgZwQK,2005-09-27,59,205752,False,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,11478865,['modern rock'],78
Nine in the Afternoon - Single Mix,1S30kHvkkdMkcuCTGSgS41,2008-03-21,63,191560,False,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,11478865,['modern rock'],78
"There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet",4xSVkbqCz1xaevkjP8xXL5,2005-09-27,58,196653,False,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,11478865,['modern rock'],78
Death of a Bachelor,1BECwm5qkaBwlbfo4kpYx8,2016-01-15,71,203506,False,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,11478865,['modern rock'],78
I Constantly Thank God for Esteban,3obggbhnOjjnytaGM1hpDR,2005-09-27,50,210253,False,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,11478865,['modern rock'],78
This Is Gospel,3yZQk5PC52CCmT4ZaTIKvv,2013-10-04,67,187186,False,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,11478865,['modern rock'],78
The Ballad of Mona Lisa,5rLi8B8qgk6qThwRnKHW2P,2011-03-18,68,226680,False,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,11478865,['modern rock'],78
"Hey Look Ma, I Made It",22oEJW6r2rMb9z4IntfyEa,2018-06-22,70,169666,False,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,11478865,['modern rock'],78
Walk,7fcfNW0XxTWlwVlftzfDOR,1992-02-21,74,315120,True,Pantera,14pVkFUHDL207LzLHtSA18,3911711,"['alternative metal', 'groove metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'rock', 'texas metal']",67
Iron Sky,5EpP1lwkAnOAKbfAHUNJkI,2014-04-14,46,373133,False,Paolo Nutini,7x5rK9BClDQ8wmCkYAGsQp,1170177,"['british soul', 'neo mellow', 'scottish singer-songwriter']",68
Rewind,514q6NjO0jX0yVOOpTs2Ez,2007-01-30,54,258013,False,Paolo Nutini,7x5rK9BClDQ8wmCkYAGsQp,1170177,"['british soul', 'neo mellow', 'scottish singer-songwriter']",68
Alloway Grove,6Pa5TNPNeEHlP1T6rI8iwC,2007-01-30,42,856693,False,Paolo Nutini,7x5rK9BClDQ8wmCkYAGsQp,1170177,"['british soul', 'neo mellow', 'scottish singer-songwriter']",68
Last Resort,5W8YXBz9MTIDyrpYaCg2Ky,2001-04-25,80,199906,True,Papa Roach,4RddZ3iHvSpGV4dvATac9X,4510094,"['alternative metal', 'nu metal', 'rap metal', 'rap rock']",70
Scars,1UREw2MCfU0xwBzCAjxlUD,2004-01-01,66,208186,False,Papa Roach,4RddZ3iHvSpGV4dvATac9X,4510094,"['alternative metal', 'nu metal', 'rap metal', 'rap rock']",70
Still into You,1yjY7rpaAQvKwpdUliHx0d,2013-04-05,80,216013,False,Paramore,74XFHRwlV6OrjEM0A2NCMF,7025404,"['candy pop', 'pixie', 'pop emo', 'pop punk']",75
Misery Business,6SpLc7EXZIPpy0sVko0aoU,2007-06-11,76,211520,False,Paramore,74XFHRwlV6OrjEM0A2NCMF,7025404,"['candy pop', 'pixie', 'pop emo', 'pop punk']",75
That's What You Get,1JdKrFyoU05abww0Zv0ayQ,2007-06-11,68,220480,False,Paramore,74XFHRwlV6OrjEM0A2NCMF,7025404,"['candy pop', 'pixie', 'pop emo', 'pop punk']",75
Misguided Ghosts,2VYqkb77OjToeRAnMNd4yU,2009-09-28,57,181506,False,Paramore,74XFHRwlV6OrjEM0A2NCMF,7025404,"['candy pop', 'pixie', 'pop emo', 'pop punk']",75
Ignorance,47No93LxERvV6MtOAmQzHS,2009-09-28,67,218626,False,Paramore,74XFHRwlV6OrjEM0A2NCMF,7025404,"['candy pop', 'pixie', 'pop emo', 'pop punk']",75
Monster - Transformers Soundtrack Version,04BSvYghzdxjSJNpee36er,2011-06-06,60,200146,False,Paramore,74XFHRwlV6OrjEM0A2NCMF,7025404,"['candy pop', 'pixie', 'pop emo', 'pop punk']",75
"Decode - Live at Red Rocks Amphitheatre, Morrison, CO, 8/12/2014",5rrJOeJ2SMhtQjIPD8kmLr,2013-04-09,45,264205,False,Paramore,74XFHRwlV6OrjEM0A2NCMF,7025404,"['candy pop', 'pixie', 'pop emo', 'pop punk']",75
Now,0LBz07gAdgUukYvpFyW87y,2013-04-05,53,250880,False,Paramore,74XFHRwlV6OrjEM0A2NCMF,7025404,"['candy pop', 'pixie', 'pop emo', 'pop punk']",75
crushcrushcrush,3VA4sjTMSTTF02hFGmlpJh,2007-06-11,65,189373,False,Paramore,74XFHRwlV6OrjEM0A2NCMF,7025404,"['candy pop', 'pixie', 'pop emo', 'pop punk']",75
Born for This,4JFTOshl2tCk379jFm9eyy,2007-06-11,50,238626,False,Paramore,74XFHRwlV6OrjEM0A2NCMF,7025404,"['candy pop', 'pixie', 'pop emo', 'pop punk']",75
"For a Pessimist, I'm Pretty Optimistic",2PDLmgDWiwjUTxl1pPyDQA,2007-06-11,56,228293,False,Paramore,74XFHRwlV6OrjEM0A2NCMF,7025404,"['candy pop', 'pixie', 'pop emo', 'pop punk']",75
The Only Exception,7JIuqL4ZqkpfGKQhYlrirs,2009-09-28,72,267653,False,Paramore,74XFHRwlV6OrjEM0A2NCMF,7025404,"['candy pop', 'pixie', 'pop emo', 'pop punk']",75
Brick by Boring Brick,1a9YW7fATU351ok4zWjU7a,2009-09-28,64,253946,False,Paramore,74XFHRwlV6OrjEM0A2NCMF,7025404,"['candy pop', 'pixie', 'pop emo', 'pop punk']",75
Playing God,7hInOqJnlEayXao08yVYAn,2009-09-28,60,182800,False,Paramore,74XFHRwlV6OrjEM0A2NCMF,7025404,"['candy pop', 'pixie', 'pop emo', 'pop punk']",75
Hard Times,0w5Bdu51Ka25Pf3hojsKHh,2017-05-12,74,182693,False,Paramore,74XFHRwlV6OrjEM0A2NCMF,7025404,"['candy pop', 'pixie', 'pop emo', 'pop punk']",75
Told You So,7BpYWzZwrsljT1eIjb0TqR,2017-05-12,60,188946,False,Paramore,74XFHRwlV6OrjEM0A2NCMF,7025404,"['candy pop', 'pixie', 'pop emo', 'pop punk']",75
Rose-Colored Boy,2RJfK2pOvGpnxC255YOy5k,2017-05-12,63,212853,False,Paramore,74XFHRwlV6OrjEM0A2NCMF,7025404,"['candy pop', 'pixie', 'pop emo', 'pop punk']",75
Sunday Morning,72iAaOAsrBYa4U0VV7cHFd,2017-07-21,47,171066,False,Parmalee,4TshyQDihSYXSWqvclXl3I,188015,"['contemporary country', 'country', 'country road', 'modern country rock', 'modern uplift']",61
Already Callin' You Mine,3jSyE8r8vgg8fmwojoMzql,2013-12-10,52,184386,False,Parmalee,4TshyQDihSYXSWqvclXl3I,188015,"['contemporary country', 'country', 'country road', 'modern country rock', 'modern uplift']",61
Simple Song,70HWRkitkAKfos500LBk0T,2017-07-28,64,228480,False,Passenger,0gadJ2b9A4SKsB1RFkBb66,3012427,"['folk-pop', 'neo mellow', 'pop', 'pop rock']",70
Sweet Louise,0WTQ3OVvyuD49BfO99Q6y7,2017-07-28,43,236866,False,Passenger,0gadJ2b9A4SKsB1RFkBb66,3012427,"['folk-pop', 'neo mellow', 'pop', 'pop rock']",70
Take a Walk,4Sfa7hdVkqlM8UW5LsSY3F,2012-07-23,69,264493,False,Passion Pit,7gjAu1qr5C2grXeQFFOGeh,1213715,"['alternative dance', 'indie pop', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'pop rock']",59
Lifted Up (1985),0WjvB0SzNvgmuM46UjcMr8,2015-04-17,47,263293,False,Passion Pit,7gjAu1qr5C2grXeQFFOGeh,1213715,"['alternative dance', 'indie pop', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'pop rock']",59
Carried Away,52a6VcF23v5HB7KfDEmBHq,2012-07-23,59,221973,False,Passion Pit,7gjAu1qr5C2grXeQFFOGeh,1213715,"['alternative dance', 'indie pop', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'pop rock']",59
Little Secrets,3kb38wezoUA8ki5jPYy3t5,2009,60,238973,False,Passion Pit,7gjAu1qr5C2grXeQFFOGeh,1213715,"['alternative dance', 'indie pop', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'pop rock']",59
The Reeling,5noQJkpVfHt2D4df2GXieV,2009,51,287906,False,Passion Pit,7gjAu1qr5C2grXeQFFOGeh,1213715,"['alternative dance', 'indie pop', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'pop rock']",59
Constant Conversations,3p9x4bK5bwmgXE6POMvOp0,2012-07-23,48,235600,False,Passion Pit,7gjAu1qr5C2grXeQFFOGeh,1213715,"['alternative dance', 'indie pop', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'pop rock']",59
Swimming In The Flood,4jmADw2rRriDjzSruTySZ7,2009,45,297613,False,Passion Pit,7gjAu1qr5C2grXeQFFOGeh,1213715,"['alternative dance', 'indie pop', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'pop rock']",59
We Belong,665Jxlgi1HamPKbW1vwzx4,1984,68,221133,False,Pat Benatar,43mhFhQ4JAknA7Ik1bOZuV,1357558,"['album rock', 'classic rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']",62
Forget Me Nots - Remastered,4UQH52FfgGpzDShKDbBvEA,2017-12-06,67,284506,False,Patrice Rushen,1mNnxxnPfHQDOkFjnZmdkc,215510,"['disco', 'funk', 'jazz funk', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",52
Harry in Winter,4H3KBBAe2Fcgv9lH6E10Oe,2005-11-09,54,174440,False,Patrick Doyle,1W42coQfIlt6btgqpfJWYQ,74012,"['british soundtrack', 'orchestral soundtrack', 'scorecore', 'soundtrack']",54
Hogwarts' March,38aLVNQCL1nWPLhQgVuj1V,2005-11-09,44,163520,False,Patrick Doyle,1W42coQfIlt6btgqpfJWYQ,74012,"['british soundtrack', 'orchestral soundtrack', 'scorecore', 'soundtrack']",54
Lighthouse,6VLkQYUUkmhY81HR1RAgX9,2012-05-01,39,286053,False,Patrick Watson,7bPs6jf983f0bjRAt1yxDM,477305,,68
Melody Noir,1e1a7eAlICks9mch3UVsEH,2019-10-18,53,194000,False,Patrick Watson,7bPs6jf983f0bjRAt1yxDM,477305,,68
The Great Escape,1GIPP103zfsythULEpsmdw,2006-09-26,56,187373,False,Patrick Watson,7bPs6jf983f0bjRAt1yxDM,477305,,68
Blackbird - Live,52ttcg3xf8l1pBtSiBS9kj,2003-05-17,37,150426,False,Paul McCartney,4STHEaNw4mPZ2tzheohgXB,4080229,"['album rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']",68
You Can Call Me Al,0qxYx4F3vm1AOnfux6dDxP,1986-08-12,76,280000,False,Paul Simon,2CvCyf1gEVhI0mX6aFXmVI,1902646,"['classic rock', 'folk', 'folk rock', 'indie r&b', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",68
The Sound of Silence,4YFRvewBPozzyXqSgHYUfi,1965-08-01,44,186706,False,Paul Simon,2CvCyf1gEVhI0mX6aFXmVI,1902646,"['classic rock', 'folk', 'folk rock', 'indie r&b', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",68
Bizzare Love Triangle,6UQJ16KvaUXdNDzS9ifnno,2006-12-28,31,221560,False,Pavi With Tropicalia,7tiv5pZNnflyre5XgK7RRH,447,,14
Dick In the Air,4bB0D0iiVPdwSHtZPvxNuh,2015-09-25,27,190240,True,Peaches,1gkSl4XpHIHI4I1WQbfXOE,220138,"['alternative dance', 'art pop', 'dance-punk', 'electroclash', 'electronica', 'escape room', 'new rave']",46
Last Kiss,0QnONzv3TvHAWk294h6DaQ,1999,70,195466,False,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,7632126,"['alternative rock', 'grunge', 'permanent wave', 'rock']",74
Daughter - Remastered,53eJFr4Mfbw5PXJ01K6cFw,1993-10-19,68,234333,False,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,7632126,"['alternative rock', 'grunge', 'permanent wave', 'rock']",74
Even Flow,6QewNVIDKdSl8Y3ycuHIei,1991-08-27,76,292580,False,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,7632126,"['alternative rock', 'grunge', 'permanent wave', 'rock']",74
Jeremy,62nQ8UZVqR2RMvkJHkcO2o,1991-08-27,72,318226,True,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,7632126,"['alternative rock', 'grunge', 'permanent wave', 'rock']",74
Alive,1L94M3KIu7QluZe63g64rv,1991-08-27,76,340907,False,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,7632126,"['alternative rock', 'grunge', 'permanent wave', 'rock']",74
Indifference - Remastered,37x0jGGt2DmpGSz6AsVePq,1993-10-19,49,302253,False,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,7632126,"['alternative rock', 'grunge', 'permanent wave', 'rock']",74
Black,5Xak5fmy089t0FYmh3VJiY,1991-08-27,74,342653,False,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,7632126,"['alternative rock', 'grunge', 'permanent wave', 'rock']",74
Fever,3aPlQWU07jGgyHaBHVS5TS,1959-05-04,59,199600,False,Peggy Lee,602DnpaSXJB4b9DZrvxbDc,375100,"['adult standards', 'lounge', 'soul', 'swing', 'torch song', 'vocal jazz']",56
Wasted,6S5lBW22Re1UPKXjX7obLC,2018-02-02,51,182370,False,Peking Duk,0UZ1nu3kcdNlCoiKRjmSSY,228582,"['aussietronica', 'australian electropop', 'australian pop', 'edm']",53
You And Me,39FFlqltctkj6vkIcVgkec,2011-03-04,55,160813,False,Penny & The Quarters,76sXjAhV0Hc3Pdb6bH3waC,15011,['traditional soul'],37
Brothers,3i9tuE2ltSIY3tmKhcoJB5,2013-01-08,43,226533,False,Penny and Sparrow,65o6y7GtoXzchyiJB3r9Ur,95770,"['indie folk', 'indiecoustica', 'new americana', 'stomp and holler']",54
Hallelujah,0HZk0QsXPhMNAWNDR3rYE8,2017-12-06,60,268960,False,Pentatonix,26AHtbjWKiwYzsoGoUZq53,3365331,['a cappella'],63
Feel It Still,4Ry81RnXmSSmSyqtjGlMkk,2018-04-13,40,180680,False,Pentatonix,26AHtbjWKiwYzsoGoUZq53,3365331,['a cappella'],63
Starships,28KAxjOTAnnGjGpC2Qx8gn,2012-06-26,44,182000,False,Pentatonix,26AHtbjWKiwYzsoGoUZq53,3365331,['a cappella'],63
Bohemian Rhapsody,0lrkMvRttmoXjMNS8YONvj,2017-04-07,51,355733,False,Pentatonix,26AHtbjWKiwYzsoGoUZq53,3365331,['a cappella'],63
Take On Me,26BlpGNVcVFAfq5UUv3oEb,2017-04-07,48,209000,False,Pentatonix,26AHtbjWKiwYzsoGoUZq53,3365331,['a cappella'],63
The Greatest Show - Bonus Track,34GTE14mHrS6mj4Jf31OME,2018-11-16,44,205173,False,Pentatonix,26AHtbjWKiwYzsoGoUZq53,3365331,['a cappella'],63
Papa Loves Mambo,62eAoNfrrS84177LOzJMQx,1975-09-30,58,162106,False,Perry Como,5v8jlSmAQfrkTjAlpUfWtu,415061,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']",55
West End Girls - 2001 Remaster,2yzPBlE5UXK2sqvnNM9QQ0,1986-03-24,70,285733,False,Pet Shop Boys,2ycnb8Er79LoH2AsR5ldjh,1429479,"['art pop', 'dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",66
Young Folks,4dyx5SzxPPaD8xQIid5Wjj,2006-01-01,76,276693,False,Peter Bjorn and John,6u11Qbko2N2hP4lTBYjX86,339242,"['alternative dance', 'baroque pop', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'stomp and holler', 'swedish alternative rock', 'swedish indie pop']",59
Do You Feel Like We Do - Live,0qqRwBkq7oWv6QnIRLfQKe,1976,53,826813,False,Peter Frampton,0543y7yrvny4KymoaneT4W,1023525,"['album rock', 'art rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'symphonic rock']",60
Sledgehammer - 2012 Remaster,4AUS8KNz7zX8XFu9L38GT0,1986-05-19,59,311986,False,Peter Gabriel,7C4sUpWGlTy7IANjruj02I,1370248,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'permanent wave', 'rock', 'soft rock']",63
In My Head,3bne7Qit5AbHkX6kWDItYP,2018-05-24,65,214533,False,Peter Manos,4K9aclpXgCPNFGEqRlFPal,67535,,47
Cuts You Up,1rnoM73nG7HsyOqV5X7lPF,1989-05-01,55,327133,False,Peter Murphy,7zeHJIIfNStVfxlbT72UwY,187710,"['dark wave', 'gothic rock', 'new romantic', 'new wave', 'post-punk', 'solo wave', 'synthpop']",44
All Night Long,7gWiECl6tbN1dzCA3SIsx3,1988,45,344773,False,Peter Murphy,7zeHJIIfNStVfxlbT72UwY,187710,"['dark wave', 'gothic rock', 'new romantic', 'new wave', 'post-punk', 'solo wave', 'synthpop']",44
Where Do You Go To (My Lovely) - Re-Recorded,6M665tf7ZKQzUFA5yOrUE4,2008-02-01,56,287720,False,Peter Sarstedt,3ExGDjEKejMhyciAgxPe0B,20853,"['british folk', 'classic uk pop']",43
New York,0ou820LX5IcJJELMmFMLiV,2017-02-24,13,208506,False,Peter Silberman,68CJm0zi1e3ucyJvlmJHri,4970,,13
One Thing,6xrjiQlZMCDp2sDJhW2v6e,2013-11-17,44,210997,False,Peter and Kerry,1rF521dtu6ReJEyMureStC,13616,['stomp and whittle'],33
The Story of the Impossible,17mmpDTAuG6DLzqmUKl8w6,2006-05-02,56,217640,False,Peter von Poehl,5KhvKrmpVAYSZBbskHd00W,11786,"['french indie pop', 'nordic soundtrack', 'nouvelle chanson francaise', 'swedish singer-songwriter']",38
Sunset Lover,0hNduWmlWmEmuwEFcYvRu1,2015,72,237792,False,Petit Biscuit,6gK1Uct5FEdaUWRWpU4Cl2,921626,['tropical house'],63
"Lord, I Lift Your Name On High - Petra Praise 2: We Need Jesus Album Version",50nm71Y7eBxC3EN5rwREiY,2006-01-01,39,181293,False,Petra,1LmsXfZSt1nutb8OCvt00G,121585,"['christian alternative rock', 'christian metal', 'christian music', 'deep christian rock', 'rock cristiano']",43
Chiapas Theme - The Budapest Film Orchestra,3VbVlHdvo6N8UuqkgFOABO,2014-09-21,34,180244,False,Phantasialand,3qGjZ5DZ6O0O3tI6oaLQmL,3020,['epicore'],23
California - Tchad Blake Mix,497Fkp3gRiGrRMoqBTDudr,2002,65,193933,False,Phantom Planet,0LsTFjEB1IIrh7IlTxs1GY,84632,,49
It Girl,4nLHTIo4DqpCvD2EiLKhtJ,2014-03-03,42,289160,False,Pharrell Williams,2RdwBSPQiwcmiDo9kixcl8,4052658,"['hip hop', 'pop']",81
"Strangers Like Me - From ""Tarzan""/Soundtrack Version",5Zb6JxSEcjsUNrINcAyAYJ,2021-05-28,65,179586,False,Phil Collins,4lxfqrEsLX6N1N4OCSkILp,4630644,"['mellow gold', 'rock drums', 'soft rock']",74
Two Worlds,3icOFPIciIN8FQSyVlpYSF,1999-05-18,60,198466,False,Phil Collins,4lxfqrEsLX6N1N4OCSkILp,4630644,"['mellow gold', 'rock drums', 'soft rock']",74
"Son of Man - From ""Tarzan""/Soundtrack Version",0PCpQRd0hMAWjBLOmJdR7X,1999-01-01,58,166040,False,Phil Collins,4lxfqrEsLX6N1N4OCSkILp,4630644,"['mellow gold', 'rock drums', 'soft rock']",74
"On My Way - From ""Brother Bear""/Soundtrack Version",7wjiMdiSgsL9Vkrwb10Num,2003-01-01,60,220293,False,Phil Collins,4lxfqrEsLX6N1N4OCSkILp,4630644,"['mellow gold', 'rock drums', 'soft rock']",74
Paris,4EaO2XR7gWaHq8DW7nu1iY,2014-07-08,51,232746,True,Phil Collins,4lxfqrEsLX6N1N4OCSkILp,4630644,"['mellow gold', 'rock drums', 'soft rock']",74
In The Air Tonight - 2015 Remastered,18AXbzPzBS8Y3AkgSxzJPb,1981-01-01,77,336453,False,Phil Collins,4lxfqrEsLX6N1N4OCSkILp,4630644,"['mellow gold', 'rock drums', 'soft rock']",74
This Is Amazing Grace,0RW1xWSPxmbXf012RN3yWl,2013-09-24,64,279786,False,Phil Wickham,5d1JhBfyb58upMXCZOdbQu,596555,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'world worship', 'worship']",62
Home,4rsW3WCZBGwhHfJWuHRwyT,2013-01-01,69,210173,False,Phillip Phillips,6p5JxpTc7USNnBnLzctyd4,987680,"['folk-pop', 'modern rock', 'neo mellow', 'pop rock']",62
"Gone, Gone, Gone",5L79aNYCTKiZq7vaOElXYj,2013-01-01,71,209693,False,Phillip Phillips,6p5JxpTc7USNnBnLzctyd4,987680,"['folk-pop', 'modern rock', 'neo mellow', 'pop rock']",62
Wicked Game,3erBuOm3ooTn9pZ1OKjUic,2013-01-01,37,253573,False,Phillip Phillips,6p5JxpTc7USNnBnLzctyd4,987680,"['folk-pop', 'modern rock', 'neo mellow', 'pop rock']",62
Farmhouse,5dVtj4IAnYSrI3jVfIFIaC,2000-05-16,53,242040,False,Phish,5wbIWUzTPuTxTyG6ouQKqz,447827,"['blues rock', 'jam band']",55
Angel Zoo,672amoeenDyj593OhDRgak,2016-06-10,53,159720,True,Phlake,7xSP5ABX7IOegINeUtUVay,57168,"['danish pop', 'scandinavian r&b']",50
Lisztomania,7hwcojGiRqYm100tSmpZE3,2009-05-25,65,241640,False,Phoenix,1xU878Z1QtBldR7ru9owdU,1773368,"['alternative dance', 'indie rock', 'modern rock', 'new rave', 'rock independant francais']",62
1901,3FM33HqRlV7J1QJoPOnd2u,2009-05-25,68,193106,False,Phoenix,1xU878Z1QtBldR7ru9owdU,1773368,"['alternative dance', 'indie rock', 'modern rock', 'new rave', 'rock independant francais']",62
