song,track_id,release_date,song_popularity,duration(ms),explicit,artist_name,artist_id,artist_follower_no,artist_genres,artist_popularity
Dark Star,4ZL1xxjIcFP2TFRbeqa681,2011-12-20,33,300520,False,Dillon,6oyGMaD0Kbx3ynXKhzH2wW,97447,,38
The Hills,7fBv7CLKzipRk6EC6TWHOB,2015-08-28,86,242253,True,Dimitri Vegas & Like Mike,73jBynjsVtofjRpdpRAJGk,3245262,"['belgian dance', 'belgian edm', 'big room', 'dance pop', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']",70
The Last in Line,6LUGAFpbYVek4rRY0G9dV0,1984,55,344933,False,Dio,4CYeVo5iZbtYGBN4Isc3n6,2081957,"['album rock', 'glam metal', 'hard rock', 'metal', 'power metal', 'rock']",62
Rainbow in the Dark,2PpNgmrS9mAyrkRAwn6YPq,1983,65,256933,False,Dio,4CYeVo5iZbtYGBN4Isc3n6,2081957,"['album rock', 'glam metal', 'hard rock', 'metal', 'power metal', 'rock']",62
The Wanderer,3v8d3ku3kiTZVPxEt7a2dE,1961,60,168640,False,Dion,15FyiY3ChN0QRspHIQYq0W,168099,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'lounge', 'rock-and-roll', 'rockabilly']",56
Walk of Life,423o3ZHIaBtGXyhF1uH41a,1985-05-13,64,252466,False,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,5894534,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",73
Money for Nothing,4yqtwO7MQIIXqoiRBPHAgR,1985-05-13,65,506400,False,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,5894534,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",73
Brothers in Arms,26tWBbtjvgi0tipRL2VQ2X,1985-05-13,52,419400,False,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,5894534,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",73
Sultans of Swing,6cr6UDpkjEaMQ80OjWqEBQ,1978-10-07,67,350400,False,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,5894534,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",73
That's All I Need,6WQyaRxqf332knjOMWUMQf,2016-07-15,54,213147,False,Dirty Heads,6GkJh85o22LfD2vgL9DP6f,704404,"['reggae fusion', 'reggae rock']",65
Vacation,7cdy4PbCdDZZNjyxoZyE0c,2017-08-11,68,209721,True,Dirty Heads,6GkJh85o22LfD2vgL9DP6f,704404,"['reggae fusion', 'reggae rock']",65
Spread Too Thin,3mdDdrgDEKVxd5GawWjKqy,2012-06-19,52,180575,False,Dirty Heads,6GkJh85o22LfD2vgL9DP6f,704404,"['reggae fusion', 'reggae rock']",65
Garland,2kDlcjouMC8uoSSotXzjI9,2013-10-29,49,229781,False,Dirty Heads,6GkJh85o22LfD2vgL9DP6f,704404,"['reggae fusion', 'reggae rock']",65
Oxygen,3YbtjYddK11NTDdUpC4nGp,2016-07-15,58,225394,False,Dirty Heads,6GkJh85o22LfD2vgL9DP6f,704404,"['reggae fusion', 'reggae rock']",65
BOSS - Radio Edit,3M6GAqPB1SCfzS4CUbo13p,2016-06-15,53,285147,False,Disclosure,6nS5roXSAGhTGr34W6n7Et,2048748,"['edm', 'house', 'pop', 'uk dance']",73
Where Angels Fear To Tread,1ZqeykOaDmjkldzs7XGR4b,2018-08-20,56,225906,False,Disclosure,6nS5roXSAGhTGr34W6n7Et,2048748,"['edm', 'house', 'pop', 'uk dance']",73
Counting Blue Cars (Tell Me Your Thoughts On God),6B618H5CuCdEzcVs0NKTlt,1995-01-01,60,291906,False,Dishwalla,6F3NW2aC9Sni1FH7QPSLvw,249516,"['neo mellow', 'pop rock', 'post-grunge']",48
Candleburn,14melngw5XD8HFeE3mVHBk,2002-08-23,37,241706,False,Dishwalla,6F3NW2aC9Sni1FH7QPSLvw,249516,"['neo mellow', 'pop rock', 'post-grunge']",48
Criminal,4bY2SbmhtGWyQLlBP9ZH4W,2008-04-29,52,255933,True,Disturbed Monday Warrior,2pTt5jf3eY3te2mOymyTKt,15,,0
Rotator - 2010 Digital Remaster,2pIeBdwaDn9hooppj3e6Ss,1996,36,210466,False,Dizzy Mizz Lizzy,71fY009eJ8QSpSNGDSkSuK,59755,"['danish alternative rock', 'danish pop', 'danish pop rock', 'danish rock']",41
Default,2rbSoIg8MIfFiGcH1abcKD,2012-08-21,40,185640,False,Django Django,2ARO60gI5do88ho6azmzab,238130,"['alternative dance', 'chamber psych', 'electronic rock', 'electronica', 'indie rock', 'modern rock', 'new rave', 'shimmer pop']",48
First Light,5IemW9GAYWDCSZxiLhIPCn,2015-05-05,24,290073,False,Django Django,2ARO60gI5do88ho6azmzab,238130,"['alternative dance', 'chamber psych', 'electronic rock', 'electronica', 'indie rock', 'modern rock', 'new rave', 'shimmer pop']",48
Drift Away - Single Version,6hJhVBOnkchxBsDHbLOBJP,2001-01-01,67,237466,False,Dobie Gray,3mC1KCuZZSOlN8Z0M56VsV,29706,['northern soul'],51
Everything Falls Apart,4l1W5SkH8EJJ9RQEq6UFMW,1995-10-10,46,234133,False,Dog's Eye View,0ymKv4fh2eBhPT9HLTu8yH,6245,['pop rock'],28
Medicine,4TxJQDtvYHJcOBH6ONi6q2,2012-01-01,63,258973,False,Dogwood Daughter,4qTOFhujcsqxPBumAtbMvx,20,,0
9 to 5,4w3tQBXhn5345eUXDGBWZG,1980,77,162466,False,Dolly Parton,32vWCbZh0xZ4o9gkz4PsEU,1848953,"['classic country pop', 'country', 'country dawn']",70
American Pie,1fDsrQ23eTAVFElUMaf38X,1971,77,516893,False,Don McLean,1gRNBaI4yn6wCCTvRhGWh8,770394,"['adult standards', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",63
Make 'Em Laugh,1Uwhu0HNqCjukmsiSSnlsx,1952-04-11,35,199106,False,Donald O'Connor,6JGPCu8A5iBnvYuGx5vKP0,1492,['vintage hollywood'],33
Free,2BJy5YrRMhVCqaLNY5cbv2,2004-01-01,65,148600,False,Donavon Frankenreiter,2IAZ2xX1Ovh5jxhBWE7wda,360010,"['neo mellow', 'pop rock']",57
Hero,7moFLfUt51SNfvy0Y5g1td,2016-02-12,14,181730,False,Donkeyboy,0UACE2nWl5uUyJRo1kIYQO,191907,['norwegian pop'],43
City Boy,4bIRKImTd8vH9Ks79l7Rz8,2012-02-10,45,205261,False,Donkeyboy,0UACE2nWl5uUyJRo1kIYQO,191907,['norwegian pop'],43
Love Song,4E8u5JsVnF3qPXbNiR9m25,2018-03-30,47,198418,False,Donkeyboy,0UACE2nWl5uUyJRo1kIYQO,191907,['norwegian pop'],43
Sunday Candy,6fTdcGsjxlAD9PSkoPaLMX,2015-06-30,65,226013,False,Donnie Trumpet & The Social Experiment,0ojcq9LJQWMawQdFDw3M0L,183764,"['pop rap', 'pop soul']",48
Season of the Witch,6MOEQCtAWNSCmvg3SFKF5y,1966-09,61,293933,False,Donovan,6vLlQYujOujIrm7zAKzEdG,603988,"['art rock', 'brill building pop', 'british folk', 'british invasion', 'classic rock', 'country rock', 'folk', 'folk rock', 'glam rock', 'mellow gold', 'psychedelic folk', 'psychedelic rock', 'rock', 'roots rock', 'scottish singer-songwriter', 'singer-songwriter']",57
Wear Your Love Like Heaven,0NkqCdYDySVdBoeGs4Nywe,1967-12,43,146866,False,Donovan,6vLlQYujOujIrm7zAKzEdG,603988,"['art rock', 'brill building pop', 'british folk', 'british invasion', 'classic rock', 'country rock', 'folk', 'folk rock', 'glam rock', 'mellow gold', 'psychedelic folk', 'psychedelic rock', 'rock', 'roots rock', 'scottish singer-songwriter', 'singer-songwriter']",57
I Don't Call Him Daddy,1lBsIqKGucHrx0cIHj8Si4,1993,33,227800,False,Doug Supernaw,0OraDGrDGEuqJ2d7250K1i,73276,"['country', 'country road', 'country rock']",32
Abominator,5OvBYNNSjcS4WmNAr885PL,2013-10-31,36,240346,False,Doyle,1YJqWl4i8qSSwFYlyb6qea,21125,['horror punk'],27
Angola Anthem - 2017 Remaster; Remastered,59i9ulBoU8zOqWfUb2r7wh,2017-09-15,1,1058160,False,Dr. John,320TrJub4arztwXRm7kqVO,213827,"['blues', 'blues rock', 'country rock', 'electric blues', 'folk rock', 'funk', 'jazz blues', 'louisiana blues', 'new orleans blues', 'piano blues', 'roots rock', 'soul']",53
"Can You Picture That? - From ""The Muppet Movie""/Soundtrack Version",3XbiTbEktENk8Y242Y2Sy5,1979-01-01,42,153040,False,Dr. Teeth and The Electric Mayhem,2ga7tr3zy7iQ9r2VQ6AMGF,4073,,29
Through the Fire and Flames,6nnacTL5on2aVsRhVDNUSo,2006-05-23,64,441560,False,DragonForce,2pH3wEn4eYlMMIIQyKPbVR,872292,"['british power metal', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'speed metal']",59
Cry Thunder,7tmyqyngDaApCgOrnYMnXf,2016-04-29,52,316066,False,DragonForce,2pH3wEn4eYlMMIIQyKPbVR,872292,"['british power metal', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'speed metal']",59
Fury Of The Storm,4jMU8MNUIgjNvPK66DPuCZ,2004,48,406826,False,DragonForce,2pH3wEn4eYlMMIIQyKPbVR,872292,"['british power metal', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'speed metal']",59
God's Plan,6DCZcSspjsKoFjzjrWoCdn,2018-06-29,83,198973,True,Drake,3TVXtAsR1Inumwj472S9r4,65542755,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",95
Nice For What,3CA9pLiwRIGtUBiMjbZmRw,2018-06-29,78,210746,True,Drake,3TVXtAsR1Inumwj472S9r4,65542755,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",95
Nonstop,0TlLq3lA83rQOYtrqBqSct,2018-06-29,78,238614,True,Drake,3TVXtAsR1Inumwj472S9r4,65542755,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",95
In My Feelings,2G7V7zsVDxg1yRsu7Ew9RJ,2018-06-29,76,217925,True,Drake,3TVXtAsR1Inumwj472S9r4,65542755,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",95
Best I Ever Had,3QLjDkgLh9AOEHlhQtDuhs,2009,77,257690,True,Drake,3TVXtAsR1Inumwj472S9r4,65542755,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",95
There He Go,6canmpFnLHVUzvVWAodifz,2017-03-31,59,196113,True,Drake,3TVXtAsR1Inumwj472S9r4,65542755,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",95
Started From the Bottom,5DI9jxTHrEiFAhStG7VA8E,2013-01-01,67,174133,True,Drakestep,3yvq1AEP7Yu8UVN34xIXdj,8,,0
Octavarium,4TZo49HN2MkbWmHMTf4NcH,2005-06-06,44,1440013,False,Dream Theater,2aaLAng2L2aWD2FClzwiep,1358867,"['neo classical metal', 'progressive metal']",60
A Change of Seasons - The Crimson Sunrise / Innocence / Carpe Diem / The Darkest of Winters / Another World / The Inevitable Summer / The Crimson Sunset,1qZGjqfS5QoZQ5BKAhAauT,1995-08-29,43,1388720,False,Dream Theater,2aaLAng2L2aWD2FClzwiep,1358867,"['neo classical metal', 'progressive metal']",60
Sacrificed Sons,7CSyKHxzIlsG6iOkQXC81T,2005-06-06,37,642960,False,Dream Theater,2aaLAng2L2aWD2FClzwiep,1358867,"['neo classical metal', 'progressive metal']",60
PIRI,6vHyPhg8fgclBiY8QN68wp,2019-02-13,55,206819,False,Dreamcatcher,5V1qsQHdXNm4ZEZHWvFnqQ,1046052,"['k-pop', 'k-pop girl group']",63
Trap,7m34MVNzFsVnPiuJSdZIC4,2018-09-20,42,190861,False,Dreamcatcher,5V1qsQHdXNm4ZEZHWvFnqQ,1046052,"['k-pop', 'k-pop girl group']",63
Catch,7dsHYU5bH0qksf8e1loXcl,2015-10-23,31,231120,False,Dresses,4Om4kO491KUeVkwTLiVQq3,31851,,28
Danko/Manuel,3wv16oZqCQN7ddN0JG7MsS,2004-08-24,40,347146,False,Drive-By Truckers,1rXr1ZnvbRoYBaedIl9v4v,185356,"['alternative country', 'folk', 'new americana', 'roots rock', 'southern rock']",53
Breezing By,0qCPWAaV7cja7E6OdID8Qf,2016-08-24,22,291147,False,Drivvin,1lErAUmd0dEU79cjPPtLzl,1224,,15
Wish I Was Sober,2hjkH2E9z2z7ejx0KBTwwj,2017-09-22,37,207440,False,Dropkick Murphys,7w9jdhcgHNdiPeNPUoFSlx,1099617,"['boston punk', 'boston rock', 'celtic punk', 'celtic rock', 'punk', 'skate punk']",61
Undone,0aMahQepTIKgwFYT7jJTm8,2016-02-15,23,210076,False,Dropout,4i3rHxf0hIOVLaXsvSaaRP,11840,['pop edm'],32
Bodies,7CpbhqKUedOIrcvc94p60Y,2001-01-01,75,201960,False,Drowning Pool,1E4r4z7ivGUcSAnCbINJ9v,1681746,"['alternative metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",60
New Rules,2ekn2ttSfGqwhhate0LSR0,2017-06-02,81,209320,False,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,35293922,"['dance pop', 'pop', 'uk pop']",89
IDGAF,76cy1WJvNGJTj78UqeA5zr,2017-06-02,79,217946,True,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,35293922,"['dance pop', 'pop', 'uk pop']",89
Blow Your Mind (Mwah),7kJlTKjNZVT26iwiDUVhRm,2016-08-26,68,178583,True,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,35293922,"['dance pop', 'pop', 'uk pop']",89
Be the One,1ixphys4A3NEXp6MDScfih,2015-10-30,71,202914,False,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,35293922,"['dance pop', 'pop', 'uk pop']",89
Garden,1mxaufUe16G9wOoG9ptUqr,2017-06-02,47,227946,False,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,35293922,"['dance pop', 'pop', 'uk pop']",89
Begging,1LPGXjVWl8EnrnyaOgPpBm,2018-10-19,60,194106,False,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,35293922,"['dance pop', 'pop', 'uk pop']",89
No Goodbyes,0mDGNetRxywxqgiXFbagZh,2017-06-02,61,216080,False,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,35293922,"['dance pop', 'pop', 'uk pop']",89
Thinking 'Bout You,4Wmjt3ICd1G0geHb2Loho1,2017-01-06,59,171946,False,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,35293922,"['dance pop', 'pop', 'uk pop']",89
Hotter Than Hell,5eTNdkstwKaNahHf41fJ9u,2017-06-02,66,187957,False,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,35293922,"['dance pop', 'pop', 'uk pop']",89
Dreams,2qxagPKgS2Wc05MLmJucBE,2017-06-02,47,220240,False,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,35293922,"['dance pop', 'pop', 'uk pop']",89
New Love,4VZXB1paIf867OlmQg89GU,2015-08-21,58,271934,False,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,35293922,"['dance pop', 'pop', 'uk pop']",89
Want To,5fK0Q3j2iUcQtiRDXlPW0K,2018-09-06,61,211817,False,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,35293922,"['dance pop', 'pop', 'uk pop']",89
"Swan Song - From the Motion Picture ""Alita: Battle Angel""",5600nq7TiBraBX2jobyJ3l,2019-01-24,62,182074,False,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,35293922,"['dance pop', 'pop', 'uk pop']",89
Won't Back Down - Bring You Hell Remix,3AhNz8XvSZz4FV3bAUzVZc,2003-09-23,38,204333,False,Dual Fuel,0cglR7ueS8SwiBpTnxiO29,158,['dark techno'],1
Peter Gunn,3owKZYdWWzNcThn3NLRkb3,2000-01-01,50,150866,False,Duane Eddy,1I5Cu7bqjkRg85idwYsD91,86351,"['brill building pop', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'surf music']",44
San Antonio Sunset - Chill Out Ibiza Dub,3MIcQVHSbncsB2jw9LhcxP,2009-07-24,12,265183,False,Dublication,0Q28iLv1MydqaUGDt4Wmr5,2668,['lounge house'],8
Barbra Streisand (Radio Edit),5pYlc1vQ6999WU43WzF4SR,2010-10-15,58,194531,False,Duck Sauce,0q8J3Yj810t5cpAYEJ7gxt,108709,"['disco house', 'edm', 'electro house', 'filter house', 'house', 'vocal house']",55
Mercy,78twQ5XCFJMTE37ZSU0gsj,2008-01-01,60,219920,False,Duffy,37NqXwtb6nIEqRt4EJSoIO,880094,"['british soul', 'dance pop', 'europop', 'neo soul']",58
Warwick Avenue,2IMIbiJlbi0pIs3FBpKFhS,2008-01-01,53,226386,False,Duffy,37NqXwtb6nIEqRt4EJSoIO,880094,"['british soul', 'dance pop', 'europop', 'neo soul']",58
Stepping Stone,5VWVS4c9oLaCFsFJ2yGkSn,2008-01-01,39,209453,False,Duffy,37NqXwtb6nIEqRt4EJSoIO,880094,"['british soul', 'dance pop', 'europop', 'neo soul']",58
Rain On Your Parade,6Nglmo92oW39OIartzIdBK,2008-01-01,49,208266,False,Duffy,37NqXwtb6nIEqRt4EJSoIO,880094,"['british soul', 'dance pop', 'europop', 'neo soul']",58
Ocean Drive,0b6wdul3A5sQNpIOv03OxP,2015-07-31,73,206320,False,Duke Dumont,61lyPtntblHJvA7FMMhi7E,671344,"['destroy techno', 'edm', 'electro house', 'house', 'pop dance', 'progressive house', 'tropical house']",65
"Runway - For Club Play Only, Pt. 5",3UCOxTSO17cTWgIwMxElUA,2018-09-28,39,160479,False,Duke Dumont,61lyPtntblHJvA7FMMhi7E,671344,"['destroy techno', 'edm', 'electro house', 'house', 'pop dance', 'progressive house', 'tropical house']",65
Stjernesludd,64tnptpzfPvu2b708eewB4,2019-12-06,29,286146,False,Dumdum Boys,4Eqk6wvSaia7pwOzPaqEQv,35452,"['classic norwegian pop', 'norwegian pop', 'norwegian rock']",40
Hungry Like the Wolf - 2009 Remaster,39lSeqnyjZJejRuaREfyLL,1982-05-10,74,220626,False,Duran Duran,0lZoBs4Pzo7R89JM9lxwoT,2350314,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'synthpop']",67
Girls on Film - 2010 Remaster,4EFkvOhgAmlHEfDfvfSoh5,1981-06-15,65,212853,False,Duran Duran,0lZoBs4Pzo7R89JM9lxwoT,2350314,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'synthpop']",67
Ordinary World,0wokCRaKD0zPNhMRXAgVsr,1993-02-15,73,340200,False,Duran Duran,0lZoBs4Pzo7R89JM9lxwoT,2350314,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'synthpop']",67
Come Undone,0yfNXxlyXdmP0ue1iJijx1,1993-02-15,68,256519,False,Duran Duran,0lZoBs4Pzo7R89JM9lxwoT,2350314,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'synthpop']",67
Rio - 2009 Remaster,43eBgYRTmu5BJnCJDBU5Hb,1982-05-10,65,337333,False,Duran Duran,0lZoBs4Pzo7R89JM9lxwoT,2350314,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'synthpop']",67
Ridin’ Roads,2VPmBOuy7ZAOFSzKwW2IEt,2020-01-17,66,205426,False,Dustin Johnson,4HT7IahrT7CQ3pszIGK4Xj,78,,6
There's Something Dark,2E4WGn9i6SocrEMumCuQ2n,2015-04-21,34,194332,False,Dustin Kensrue,0SuWOa14KQ9jBIwvqFbzo5,54281,,33
Small Town Boy,2YMhrXQYKkm4kXLcXKKd5z,2017-09-08,69,205733,False,Dustin Lynch,1dID9zgn0OV0Y8ud7Mh2tS,1848608,"['contemporary country', 'country', 'country road', 'modern country rock']",67
Seein' Red,7pxhKtuTwofDIdgHx2DcVK,2017-09-08,57,194893,False,Dustin Lynch,1dID9zgn0OV0Y8ud7Mh2tS,1848608,"['contemporary country', 'country', 'country road', 'modern country rock']",67
Where It's At,4whYDpJ5XVQpmvecbEHP5Q,2014-09-09,61,204186,False,Dustin Lynch,1dID9zgn0OV0Y8ud7Mh2tS,1848608,"['contemporary country', 'country', 'country road', 'modern country rock']",67
Yeah Yeah Yeah,4454cWrQ1NtK319LQ3wiw8,2012-08-21,26,197933,False,Dustin Lynch,1dID9zgn0OV0Y8ud7Mh2tS,1848608,"['contemporary country', 'country', 'country road', 'modern country rock']",67
Good Girl,3NgcaTIgVh77DdwAInp996,2020-01-17,64,189533,False,Dustin Lynch,1dID9zgn0OV0Y8ud7Mh2tS,1848608,"['contemporary country', 'country', 'country road', 'modern country rock']",67
Bones,2iddHfAqBKMJkXerLA9F9I,2014-10-22,49,265098,False,Dustin Tebbutt,0z9hynUsIjf0ddI4uHqPWX,122563,"['australian indie', 'indie folk']",52
I Write Sins Not Tragedies,4bPQs0PHn4xbipzdPfn6du,2005-09-27,74,186634,False,Dwayne Johnson,1T8S48bD91THNKBByWBDyn,248480,,62
Two Black X's,6JNHCtgGEIZ0hjlxgT0dwB,2016-08-19,47,194240,False,Dylan Schneider,5lRB3MAJfKzlt7dgYMHWgY,151270,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",46
My Girl,3izNaTiYdotdPL0Bs76JqO,2017-08-04,68,197640,False,Dylan Scott,78YqeIji3mgAS2K1Maca6x,1201456,"['contemporary country', 'country', 'country road']",63
Hooked,3DV49ruvI5Sl6iisPZAc2c,2017-08-04,61,149293,False,Dylan Scott,78YqeIji3mgAS2K1Maca6x,1201456,"['contemporary country', 'country', 'country road']",63
Nothing To Do Town,4qgObmdV1KatQHViTYrT6U,2019-04-26,51,185413,False,Dylan Scott,78YqeIji3mgAS2K1Maca6x,1201456,"['contemporary country', 'country', 'country road']",63
Nobody,5TWAIHYaOnYg4txfmCgon5,2019-04-26,69,160706,False,Dylan Scott,78YqeIji3mgAS2K1Maca6x,1201456,"['contemporary country', 'country', 'country road']",63
Long Way to Go,6JReQpOMeOjDgmYkyGUR93,2017-08-27,3,181728,False,Dysplay,1QkYrt1DCMpEsuTtm7cY3a,276,,2
Dundadeova,42xsqkZ6Dfs8Ibu4WEt032,2000-09-30,35,260466,False,Dzihan & Kamien,0jyyByk1ca4r8gaqMYVPUI,51836,"['electro jazz', 'electronica', 'jazztronica', 'ninja', 'nu jazz', 'trip hop']",39
Gikk i Bakken,3Otv4PncNAV8pYCsg1wex2,2017-12-14,43,235889,False,Dårlig Vane,0BUqqTzhPGAUfeeb7owmFT,10044,"['norwegian hip hop', 'norwegian pop rap', 'norwegian trap']",34
Ameno,7mfvOqsvzZaUl7sfbcNk4E,2002-01-01,62,235226,False,ERA,4D0CepDROoLM09ht1sM5cu,339644,['new age'],54
Bon Bon Chocolat,5XS0GCCIotaI6XtsYcIKeX,2019-03-18,65,228682,False,EVERGLOW,3ZZzT0naD25RhY2uZvIKkJ,1553595,"['k-pop', 'k-pop girl group']",61
We are the Hearts,4XPlMHV5UlXxs7PgNVWU5g,2015-02-02,44,260227,True,EXGF,4V5CfrbkqZkFJZUiXYWSVC,8733,,27
I Love You,7n2HVHWqFsyAOs5HqmE1Dl,2018-11-21,57,194699,False,EXID,1xs6WFotNQSXweo0GXrS0O,1416599,"['k-pop', 'k-pop girl group']",51
Me & You,0dSE54vYYvRNWzVTxE2xTL,2019-05-15,49,203506,False,EXID,1xs6WFotNQSXweo0GXrS0O,1416599,"['k-pop', 'k-pop girl group']",51
Love Shot,0yB4jrSwN0bFtFRDR5vyMj,2018-12-13,74,200306,False,EXO,3cjEqqelV9zb4BYE3qDQ4O,9187100,"['k-pop', 'k-pop boy group']",69
Save Tonight,1t2Hq2WIBcZINOEnK6mdJG,1998-07-13,67,239226,False,Eagle-Eye Cherry,3ngKsDXZAssmljeXCvEgOe,154352,['pop rock'],58
Hotel California - 2013 Remaster,40riOy7x9W7GXjyGp4pjAv,1976-12-08,84,391376,False,Eagles,0ECwFtbIWEVNwjlrfc6xoL,8384856,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",75
Take It Easy - 2013 Remaster,4yugZvBYaoREkJKtbG08Qr,1972,78,211577,False,Eagles,0ECwFtbIWEVNwjlrfc6xoL,8384856,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",75
Speaking in Tongues,7bUrudG40BOEGglkNtU1h3,2004,39,169733,False,Eagles Of Death Metal,02uYdhMhCgdB49hZlYRm9o,492388,"['alternative rock', 'blues rock', 'garage rock', 'garage rock revival', 'modern blues rock', 'modern rock', 'palm desert scene', 'rock']",54
Miss Alissa,1dlgaGdQXmsYKMRuewIZkF,2004,50,158600,False,Eagles Of Death Metal,02uYdhMhCgdB49hZlYRm9o,492388,"['alternative rock', 'blues rock', 'garage rock', 'garage rock revival', 'modern blues rock', 'modern rock', 'palm desert scene', 'rock']",54
September,2grjqo0Frpf2okIBiifQKs,1978-11-23,82,215093,False,"Earth, Wind & Fire",4QQgXkCYTt3BlENzhyNETg,3531052,"['disco', 'funk', 'jazz funk', 'quiet storm', 'soul']",72
Shining Star,0RgcOUQg4qYAEt9RIdf3oB,1975-03-15,64,170160,False,"Earth, Wind & Fire",4QQgXkCYTt3BlENzhyNETg,3531052,"['disco', 'funk', 'jazz funk', 'quiet storm', 'soul']",72
Let's Groove,3koCCeSaVUyrRo3N2gHrd8,1981-11-14,79,339320,False,"Earth, Wind & Fire",4QQgXkCYTt3BlENzhyNETg,3531052,"['disco', 'funk', 'jazz funk', 'quiet storm', 'soul']",72
Santa Baby,1vZKP9XURuqMp1SpXGnoyb,2011-03-15,45,206506,False,Eartha Kitt,1AwO9pWEBSBoWdEZu28XDC,147139,"['adult standards', 'lounge', 'torch song', 'vocal jazz']",47
A Girl Like You,3AsNVBJ7LHsltdu9490ZiS,2017-01-27,57,217840,False,Easton Corbin,070kGpqtESdDsLb3gdMIyx,868507,"['contemporary country', 'country', 'country road', 'modern country rock']",58
All Over The Road,6XD3HMATLswheYevIfKkSi,2012-01-01,66,163066,False,Easton Corbin,070kGpqtESdDsLb3gdMIyx,868507,"['contemporary country', 'country', 'country road', 'modern country rock']",58
Baby Be My Love Song,6WCqjXvMxAN2yP4dzeoyhF,2015-06-30,53,199746,False,Easton Corbin,070kGpqtESdDsLb3gdMIyx,868507,"['contemporary country', 'country', 'country road', 'modern country rock']",58
The Killing Moon,15049rGLXHwrWtE4euUb5C,1985-11-11,60,346280,False,Echo & the Bunnymen,0fgYKF9Avljex0L9Wt5b8Z,720545,"['alternative rock', 'art rock', 'dream pop', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'post-punk', 'punk', 'rock']",56
Lips Like Sugar,3Oa8vnNXStoOHLbJwwMEDP,1987-07-06,56,291866,False,Echo & the Bunnymen,0fgYKF9Avljex0L9Wt5b8Z,720545,"['alternative rock', 'art rock', 'dream pop', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'post-punk', 'punk', 'rock']",56
Invincible,2zmR3FG7iOGDAdwrVPzdg9,2006-06-19,51,301386,False,Echo Muse,6ngTSyFzJSpQj8K7VRya8C,306,,1
Pebble Beach,5gKW3M2R4QSqHWGSXyhwpm,2009-11-17,23,769573,False,Echoes Of Nature,3SDv9WEgYKj7phoe7iL207,2635,['environmental'],29
Zero Gravity,3fy7vq7cy7RswVRlFAdygS,2013-10-24,27,190833,False,Echoman,2PllmXvuewP4ayuORpZwkQ,739,,10
Bright,3WKg25vrbjJlkhsgl2W4p3,2013-10-04,61,220626,False,Echosmith,1PbBg2aYjWLKRk84zJK15x,582878,"['indie poptimism', 'pop rock']",61
