song,track_id,release_date,song_popularity,duration(ms),explicit,artist_name,artist_id,artist_follower_no,artist_genres,artist_popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,birth_year,artist_country,gender,band,repetitions_rate,mean_sentence_len,mean_word_len,unique_words_rate,total_words,total_char,count_word_i,count_word_you,count_word_oh,count_word_know,count_word_it,count_word_like,count_word_got,count_word_and,count_word_yeah,count_word_we,count_word_one,count_word_love,count_word_the,count_word_go,count_word_time,count_word_get,count_word_me,count_word_when,count_word_come,count_word_all
Rock 'N' Roll Damnation,2308VPPaMh7Q3AX1Zap99A,1978-05-05,56,217640,False,AC/DC,711MCceyCBcFnzjGY4Q7Un,23954105,"['australian rock', 'hard rock', 'rock']",80,0.0327,0.524,0.995,0.147,9.0,0.0819,-2.676,1.0,0.106,133.596,4.0,0.323,,Australia,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
The Razors Edge,4ObCns6nM6tShx5a5tHiGC,1990-09-24,51,262533,False,AC/DC,711MCceyCBcFnzjGY4Q7Un,23954105,"['australian rock', 'hard rock', 'rock']",80,0.00108,0.408,0.947,0.195,4.0,0.168,-3.522,1.0,0.0532,101.053,4.0,0.306,,Australia,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
Let There Be Rock,753KutoAy00apPsplMRetG,1977-03-21,64,366346,False,AC/DC Backing Force,6K7kTFlUf5pcbzMnt1g0y6,1826,['tribute'],3,0.000209,0.332,0.725,0.607,11.0,0.0767,-5.809,0.0,0.116,182.364,4.0,0.422,,Australia,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
Back In Black,08mG3Y1vljYA6bvDt4Wqkj,1980-07-25,84,255493,False,AC/DC JAM,7yPFm21ZPIpKhlZlIovYFW,12837,,8,0.011,0.31,0.7,0.00965,9.0,0.0828,-5.678,1.0,0.047,188.386,4.0,0.763,,Australia,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
Hells Bells,69QHm3pustz01CJRwdo20z,1980-07-25,74,312293,False,AC/DC JAM,7yPFm21ZPIpKhlZlIovYFW,12837,,8,0.00532,0.389,0.873,0.0055,4.0,0.273,-4.768,0.0,0.0475,106.767,4.0,0.303,,Australia,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
Shoot to Thrill,0C80GCp0mMuBzLf3EAXqxv,1980-07-25,73,317426,False,AC/DC JAM,7yPFm21ZPIpKhlZlIovYFW,12837,,8,0.000239,0.457,0.904,0.0879,2.0,0.396,-5.303,1.0,0.0747,141.038,4.0,0.48,,Australia,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
Sin City,3UQQ7g6J8fiMB7oldQzBoq,1978-05-05,57,285040,False,AC/DC JAM,7yPFm21ZPIpKhlZlIovYFW,12837,,8,0.00197,0.543,0.757,0.626,9.0,0.103,-4.986,1.0,0.0497,127.648,4.0,0.22,,Australia,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
You Shook Me All Night Long,2SiXAy7TuUkycRVbbWDEpo,1980-07-25,81,210173,False,AC/DC Tribute Band,2ijmJLGSSMcUdHI7sfsJIB,9158,['tribute'],19,0.00287,0.532,0.767,0.000513,7.0,0.39,-5.509,1.0,0.0574,127.361,4.0,0.755,,Australia,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
Highway to Hell,2zYzyRzz6pRmhPzyfMEC8s,1979-07-27,84,208400,False,AC/DC Tribute Band,2ijmJLGSSMcUdHI7sfsJIB,9158,['tribute'],19,0.061,0.574,0.913,0.00158,6.0,0.156,-4.793,0.0,0.133,115.728,4.0,0.423,,Australia,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
War Machine,5YnNWHKCJaJKwbagXDb5Uf,2008-10-20,61,189786,False,AC/DC Tribute Band,2ijmJLGSSMcUdHI7sfsJIB,9158,['tribute'],19,4.85e-05,0.518,0.718,0.244,9.0,0.25,-4.355,1.0,0.0343,127.593,4.0,0.531,,Australia,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Gun,7zjzu90Q4mtNNaE9Ol9Zbv,2009-11-10,60,259413,False,AC/DC's Greatest Tribute Band,6o9jgLzbCFYJZI6IyENhGH,1186,['tribute'],6,0.00555,0.569,0.901,0.26,9.0,0.16,-5.197,1.0,0.0544,133.194,4.0,0.839,,Australia,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukulele and Chill,0sRg0YVlQNN3klM0NtysR4,2017-04-29,45,170666,False,AGM,2X0CuLwmbLWRUdBDaQVBgg,2050,,27,0.0163,0.726,0.846,0.727,0.0,0.381,-4.833,1.0,0.0903,90.02,4.0,0.689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Horror Story Theme (Long Version),4wTdIPoTgldrXGQN5Nzg7q,2013-03-01,8,185019,False,AHS Project,0cLd3LseKPXYUyCzU9IDwO,2807,,7,0.000293,0.393,0.593,0.173,7.0,0.107,-10.933,1.0,0.0353,131.092,4.0,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everybody Hurts,6PypGyiu0Y2lCDBN1XZEnP,1992-10-05,75,320266,False,AHS Project,0cLd3LseKPXYUyCzU9IDwO,2807,,7,0.615,0.467,0.324,0.0248,2.0,0.118,-10.451,1.0,0.0255,94.301,3.0,0.166,,,,,24.84,29.13,4.91,0.19,188.0,722.0,0.0,12.0,1.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0
Gimme What You Got (Pull The Trigger),2DHFdW4pcbK2BGZ18bbTWt,2007-02-27,9,197052,False,AHS Project,0cLd3LseKPXYUyCzU9IDwO,2807,,7,0.00169,0.526,0.9,8.02e-06,3.0,0.126,-4.019,1.0,0.0681,126.97,4.0,0.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Used to Be,7FjKU2mfpEpvKIbx8naZRk,2018-05-25,60,174793,False,AJ Mitchell,6dn6x1XOng3LOAnfTjUn77,780022,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'social media pop', 'uk pop']",62,0.723,0.471,0.474,0.0,5.0,0.0964,-6.355,1.0,0.0382,120.656,4.0,0.262,2001.0,United States,,False,46.36,40.19,4.83,0.15,330.0,1147.0,21.0,27.0,0.0,0.0,2.0,1.0,2.0,7.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,19.0,1.0,0.0,1.0
Weak,5DZwnLxHjWTZaz9jOpRhxb,2017-06-09,68,201159,False,AJR,6s22t5Y3prQHyaHWUN1R1C,2346704,['modern rock'],75,0.118,0.67,0.643,0.0,5.0,0.192,-4.553,1.0,0.0465,123.979,4.0,0.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Growing Old on Bleecker Street,3n622hniaMFIJ6Dbf6B1WS,2013,51,203093,False,AJR,6s22t5Y3prQHyaHWUN1R1C,2346704,['modern rock'],75,0.828,0.714,0.449,6.13e-05,8.0,0.096,-10.816,1.0,0.0374,96.041,4.0,0.719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burn The House Down,0TkJIyL69RAUIbNwGub6uR,2018-09-21,70,212373,True,AJR,6s22t5Y3prQHyaHWUN1R1C,2346704,['modern rock'],75,0.0364,0.454,0.66,0.0,0.0,0.181,-4.357,1.0,0.168,184.353,4.0,0.568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Let the Games Begin,2pwnEzgIzYL4AOw4ousjkB,2015-10-23,60,201004,True,AJR,6s22t5Y3prQHyaHWUN1R1C,2346704,['modern rock'],75,0.127,0.664,0.698,0.0,10.0,0.118,-5.084,1.0,0.067,135.023,4.0,0.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Come Hang Out,0ouGDyldWWfeqfTYxX1bTZ,2017-06-09,57,266239,True,AJR,6s22t5Y3prQHyaHWUN1R1C,2346704,['modern rock'],75,0.00384,0.612,0.725,0.0,7.0,0.0473,-4.668,0.0,0.0653,91.059,4.0,0.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drama,6iUlQohL4sfM80J4DHidy7,2017-06-09,52,204424,True,AJR,6s22t5Y3prQHyaHWUN1R1C,2346704,['modern rock'],75,0.219,0.556,0.681,0.0,2.0,0.117,-4.237,1.0,0.142,156.137,4.0,0.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It's On Us (Benefiting the ""It's On Us"" Campaign)",2AVZJ4u8JOhcYBX5yHGdrX,2017-03-31,55,207671,False,AJR,6s22t5Y3prQHyaHWUN1R1C,2346704,['modern rock'],75,0.0636,0.493,0.718,0.0,9.0,0.08,-4.634,1.0,0.0399,88.05,4.0,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Call If You Need Me,0tp63L82d21GTlvZuKSHGY,2018-02-23,52,163720,False,AJR,6s22t5Y3prQHyaHWUN1R1C,2346704,['modern rock'],75,0.879,0.748,0.573,0.00581,0.0,0.0989,-6.057,1.0,0.0332,110.177,4.0,0.463,,,,,38.03,37.19,5.07,0.29,250.0,911.0,18.0,13.0,0.0,0.0,4.0,2.0,0.0,3.0,0.0,2.0,1.0,1.0,13.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0
100 Bad Days,17FK4etx1u2NK60cptINMS,2019-04-26,66,212783,False,AJR,6s22t5Y3prQHyaHWUN1R1C,2346704,['modern rock'],75,0.0465,0.626,0.639,0.0,10.0,0.161,-5.62,1.0,0.085,144.009,4.0,0.638,,,,,44.35,25.7,4.68,0.15,410.0,1326.0,20.0,18.0,2.0,0.0,2.0,1.0,1.0,3.0,4.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,9.0,4.0,0.0,4.0
Infinity,3i78lP1Y35m6Idgnbw9Fow,2013,52,239693,False,AJR,6s22t5Y3prQHyaHWUN1R1C,2346704,['modern rock'],75,0.00543,0.521,0.716,0.0,0.0,0.0895,-4.838,1.0,0.0373,105.034,4.0,0.389,,,,,40.3,24.24,4.43,0.15,356.0,1220.0,10.0,14.0,8.0,1.0,5.0,11.0,0.0,9.0,0.0,22.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,9.0,0.0,15.0
OK Overture,4NgsFDgvexIMJdvLsKKXeB,2021-03-26,55,271884,True,AJR,6s22t5Y3prQHyaHWUN1R1C,2346704,['modern rock'],75,0.262,0.427,0.454,1.53e-05,7.0,0.271,-8.603,0.0,0.0535,138.515,3.0,0.351,,,,,47.16,27.44,4.92,0.18,412.0,1303.0,25.0,3.0,0.0,1.0,6.0,0.0,2.0,7.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,2.0,11.0,1.0,1.0
Thirsty,0iQJLCJyv6TTPUP4u4y8DJ,2013,44,182146,False,AJR,6s22t5Y3prQHyaHWUN1R1C,2346704,['modern rock'],75,0.0681,0.617,0.708,0.0,2.0,0.123,-4.54,1.0,0.0284,96.996,4.0,0.467,,,,,28.49,21.56,4.63,0.24,253.0,925.0,15.0,1.0,0.0,0.0,6.0,0.0,3.0,7.0,0.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
My Calling,2z00vFwIe6zaCoA0LWmiTX,2013,51,236400,False,AJR,6s22t5Y3prQHyaHWUN1R1C,2346704,['modern rock'],75,0.188,0.697,0.666,1.73e-06,7.0,0.126,-5.123,1.0,0.0538,98.013,4.0,0.346,,,,,37.61,37.49,5.34,0.14,302.0,1007.0,30.0,3.0,2.0,0.0,6.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,11.0,3.0,3.0,0.0,6.0,0.0,0.0,7.0
Already There,3lDLtwKsCePiMmQxTuDJsk,2017-09-01,26,166788,False,ARY,4FLA7MpTdP5nNUQfiaA3WM,20235,"['norwegian indie', 'norwegian pop']",35,0.118,0.499,0.715,0.00081,8.0,0.0592,-6.827,0.0,0.044,99.968,4.0,0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Say My Name,2UP7KnRSvc4taXbjOoSX0f,2019-01-15,62,222023,False,ATEEZ,68KmkJeZGfwe1OUaivBa2L,2410497,"['k-pop', 'k-pop boy group']",68,0.212,0.634,0.9,0.0,6.0,0.317,-2.614,0.0,0.0583,152.968,4.0,0.623,,South Korea,,True,29.68,18.53,4.52,0.35,830.0,3147.0,9.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,14.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0
"HALA HALA (Hearts Awakened, Live Alive)",4v2BLMhWtVvBnZwuoiKxja,2019-01-15,60,202097,False,ATEEZ,68KmkJeZGfwe1OUaivBa2L,2410497,"['k-pop', 'k-pop boy group']",68,0.0153,0.572,0.778,0.0,9.0,0.188,-4.178,0.0,0.189,159.904,4.0,0.294,,South Korea,,True,23.87,19.51,4.55,0.41,586.0,2444.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,2.0,0.0
Half the World Away,4TWshc0BwiunzoppGOqiYR,2014,49,198133,False,AURORA,1WgXqy2Dd70QQOU7Ay074N,2348833,"['art pop', 'norwegian pop']",71,0.948,0.616,0.0947,5.82e-06,8.0,0.15,-14.73,1.0,0.0422,111.68,4.0,0.206,1996.0,Norway,,False,34.58,33.39,4.81,0.16,257.0,874.0,24.0,11.0,0.0,1.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0
Running with the Wolves,20qtjUDcb8HH8ouF51BirQ,2014,58,194760,False,AURORA,1WgXqy2Dd70QQOU7Ay074N,2348833,"['art pop', 'norwegian pop']",71,0.241,0.353,0.529,7.54e-05,5.0,0.221,-6.715,1.0,0.089,164.093,4.0,0.425,1996.0,Norway,,False,49.64,29.11,5.16,0.18,339.0,1263.0,31.0,4.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,35.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0
Runaway,0TCmhnbMpw5zwPsTvlXTJi,2014,74,248826,False,AURORA,1WgXqy2Dd70QQOU7Ay074N,2348833,"['art pop', 'norwegian pop']",71,0.634,0.521,0.277,7.07e-05,11.0,0.103,-10.34,1.0,0.0356,115.01,4.0,0.13,1996.0,Norway,,False,50.45,29.16,5.14,0.16,367.0,1275.0,43.0,2.0,1.0,0.0,6.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,0.0,17.0,1.0,0.0,1.0
"Murder Song (5, 4, 3, 2, 1) - Acoustic",7zVtJsdWDKTvykPA6WMcL9,2014,50,218666,False,AURORA,1WgXqy2Dd70QQOU7Ay074N,2348833,"['art pop', 'norwegian pop']",71,0.905,0.44,0.0768,1.56e-06,9.0,0.0889,-14.846,0.0,0.0333,76.779,4.0,0.336,1996.0,Norway,,False,26.76,13.02,4.23,0.13,223.0,652.0,10.0,0.0,51.0,2.0,2.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,4.0,5.0,0.0,0.0,6.0,0.0,2.0,2.0
In Boxes,0uXIKlIHcZjH2vmtnw0oR7,2015-04-04,38,203666,False,AURORA,1WgXqy2Dd70QQOU7Ay074N,2348833,"['art pop', 'norwegian pop']",71,0.334,0.587,0.29,0.601,1.0,0.116,-13.182,1.0,0.0316,126.089,4.0,0.0386,1996.0,Norway,,False,24.72,34.82,5.31,0.3,161.0,619.0,14.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0
Little Boy in the Grass,4svfKC0r83ePCiyanfnScV,2015-04-04,40,256480,False,AURORA,1WgXqy2Dd70QQOU7Ay074N,2348833,"['art pop', 'norwegian pop']",71,0.579,0.525,0.309,0.0114,5.0,0.137,-11.329,1.0,0.0286,109.988,4.0,0.1,1996.0,Norway,,False,20.97,29.32,4.92,0.29,140.0,523.0,7.0,2.0,0.0,0.0,6.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,3.0,3.0,6.0
Winter Bird,76OkhkuYMwKg1DczqFQARu,2014,43,244146,False,AURORA,1WgXqy2Dd70QQOU7Ay074N,2348833,"['art pop', 'norwegian pop']",71,0.0104,0.315,0.452,0.0464,5.0,0.157,-9.475,0.0,0.0488,142.41,4.0,0.113,1996.0,Norway,,False,35.19,24.94,5.16,0.19,269.0,1000.0,14.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0
I Went Too Far,60j1W3Q4QanUCKlLDvc3ph,2014,43,207853,False,AURORA,1WgXqy2Dd70QQOU7Ay074N,2348833,"['art pop', 'norwegian pop']",71,0.0543,0.513,0.541,2.86e-05,7.0,0.0941,-8.02,0.0,0.0416,115.997,4.0,0.0735,1996.0,Norway,,False,40.94,39.74,4.96,0.16,306.0,1054.0,19.0,2.0,6.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,21.0,2.0,2.0,2.0,0.0,34.0,3.0,0.0,0.0
Sail,7ueP5u2qkdZbIPN2YA6LR0,2011-03-15,74,259093,False,AWOLNATION,4njdEjTnLfcGImKZu1iSrz,2086697,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp pop']",61,0.441,0.826,0.436,0.615,1.0,0.0964,-9.583,1.0,0.0558,119.051,4.0,0.272,,United States,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
I Am,31CgjKFR1pzFO5Im365rXB,2015-03-17,46,274322,False,AWOLNATION,4njdEjTnLfcGImKZu1iSrz,2086697,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp pop']",61,0.171,0.573,0.746,0.000187,4.0,0.276,-4.921,1.0,0.0286,130.004,4.0,0.271,,United States,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
Hollow Moon (Bad Wolf),7cfr3F2jpzjwqL6ZhGfjtH,2015-03-17,50,258860,True,AWOLNATION,4njdEjTnLfcGImKZu1iSrz,2086697,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp pop']",61,0.0872,0.753,0.757,0.534,0.0,0.176,-5.252,1.0,0.033,120.032,4.0,0.409,,United States,,True,37.6,49.65,5.16,0.24,293.0,1007.0,12.0,4.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0
Kill Your Heroes,7LJF6AtijSniUJpmZTqKRj,2011-03-15,55,178840,False,AWOLNATION,4njdEjTnLfcGImKZu1iSrz,2086697,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp pop']",61,0.00768,0.577,0.951,0.000102,0.0,0.755,-6.351,1.0,0.0677,96.076,4.0,0.314,,United States,,True,32.74,22.4,4.61,0.17,263.0,922.0,9.0,13.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,8.0,4.0,4.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0
Jump on My Shoulders,6H8AKz5NlriFAJ2soLDfSa,2021-03-15,40,248413,True,AWOLNATION,4njdEjTnLfcGImKZu1iSrz,2086697,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp pop']",61,0.0186,0.49,0.845,0.0,4.0,0.17,-4.202,1.0,0.0611,180.018,4.0,0.467,,United States,,True,47.34,23.98,4.5,0.14,482.0,1505.0,13.0,10.0,2.0,0.0,4.0,0.0,0.0,10.0,3.0,6.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Not Your Fault,31hUonEmUsEVd0FMRv1s5r,2011-03-15,52,242466,False,AWOLNATION,4njdEjTnLfcGImKZu1iSrz,2086697,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp pop']",61,0.000855,0.591,0.736,0.0,5.0,0.061,-5.239,1.0,0.0354,143.981,4.0,0.644,,United States,,True,52.33,21.05,4.85,0.11,476.0,1533.0,20.0,18.0,9.0,5.0,33.0,0.0,0.0,8.0,13.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
Thiskidsnotalright,0dGPGavyiPtOdAGGi11pt3,2021-03-15,46,161200,True,AWOLNATION,4njdEjTnLfcGImKZu1iSrz,2086697,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp pop']",61,0.0259,0.477,0.826,0.00049,1.0,0.408,-4.982,1.0,0.0988,200.029,4.0,0.51,,United States,,True,32.3,28.33,5.21,0.15,223.0,813.0,7.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
Back & Forth,45wneA2j0Z0WMnYNDO6Ad0,1994-05-22,57,231093,False,Aaliyah,0urTpYCsixqZwgNTkPJOJ4,3339375,"['contemporary r&b', 'dance pop', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",65,0.0698,0.706,0.727,5.31e-06,5.0,0.115,-8.06,1.0,0.0317,92.938,4.0,0.903,1979.0,United States,female,False,,,,,,,,,,,,,,,,,,,,,,,,,,
And Can It Be (Live),3Z6nm5jGyvKnjNMCD6b1uR,2016-10-14,32,358699,False,Aaron Keyes,1hVGwYOmDTYPGeymjvTmeq,25259,"['anthem worship', 'ccm', 'christian music', 'roots worship', 'worship']",38,0.0298,0.516,0.514,0.0,7.0,0.15,-7.795,1.0,0.0304,143.026,4.0,0.413,1978.0,Georgia,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
My Savior My God,1syFMBjjRvL3uReOM8yWEb,2005-08-23,53,291986,False,Aaron Shust,0oM8RWZXhJYSnzGdepP7fM,205634,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'rock cristiano', 'world worship', 'worship']",44,0.0229,0.563,0.467,0.0,2.0,0.0945,-6.087,1.0,0.0241,77.982,4.0,0.241,1975.0,United States,,False,27.25,22.63,4.83,0.2,239.0,837.0,9.0,2.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0
Ever Be,15ieUaAegwQRlmEigRUwTv,2016-01-29,48,230093,False,Aaron Shust,0oM8RWZXhJYSnzGdepP7fM,205634,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'rock cristiano', 'world worship', 'worship']",44,0.00775,0.453,0.729,0.0,9.0,0.12,-4.767,1.0,0.0462,144.031,4.0,0.413,1975.0,United States,,False,45.39,43.03,5.5,0.17,306.0,1091.0,3.0,14.0,0.0,0.0,3.0,4.0,0.0,11.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
My Hope Is in You,3IuTraprrDiCiGJ7tiGpGu,2011-08-23,47,254880,False,Aaron Shust,0oM8RWZXhJYSnzGdepP7fM,205634,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'rock cristiano', 'world worship', 'worship']",44,0.0234,0.434,0.873,0.0,2.0,0.323,-3.749,1.0,0.0489,150.077,4.0,0.365,1975.0,United States,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
No One Higher,7qOUyF8WXgrMBFuCAMz8o1,2013-07-16,40,271026,False,Aaron Shust,0oM8RWZXhJYSnzGdepP7fM,205634,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'rock cristiano', 'world worship', 'worship']",44,0.0566,0.428,0.699,0.0,0.0,0.118,-5.924,1.0,0.031,144.027,4.0,0.266,1975.0,United States,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Outta Style,0b1Xx3vUapY6ZOqbPMcpDq,2017-02-24,53,222213,False,Aaron Watson,5BKzvAPtNXnt0LwzGvKOH3,221743,"['contemporary country', 'country', 'country road', 'modern country rock', 'texas country']",53,0.0883,0.617,0.886,1.35e-05,2.0,0.0856,-4.352,1.0,0.0425,124.979,4.0,0.873,1977.0,United States,male,False,48.63,38.14,5.0,0.21,401.0,1563.0,6.0,5.0,0.0,2.0,6.0,3.0,0.0,9.0,1.0,17.0,0.0,7.0,22.0,7.0,4.0,0.0,1.0,0.0,3.0,8.0
Take A Chance On Me,5BckPAYcKEJuYs1eV1BHHe,1977,74,243933,False,Abbacadabra,4vhgCDK6RHCBN6P3jPQlZX,3445,['euro hi-nrg'],27,0.163,0.684,0.675,0.0,11.0,0.242,-8.123,1.0,0.0257,107.064,4.0,0.924,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
Here Comes The Sun,4ytiGaEUfAPKSXDSlQ7E1j,1994-01-01,36,179813,False,Abbey Road Players,2oXgeUDjSW4iq9tQMuEnyi,182,['tribute'],1,0.103,0.556,0.468,0.0219,9.0,0.0896,-15.661,1.0,0.0298,138.766,4.0,0.811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teutonic Terror,3crIa21lfjekujCQuGjlJT,2010-08-20,58,313586,False,Accept,3JDIAtVrJdQ7GFOX26LYpv,779675,"['album rock', 'german heavy metal', 'german metal', 'glam metal', 'hard rock', 'metal', 'power metal', 'rock', 'speed metal', 'thrash metal']",58,0.000157,0.324,0.976,0.000379,9.0,0.11,-3.84,1.0,0.0679,124.236,4.0,0.593,,,,,36.85,32.47,5.79,0.26,258.0,1075.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
The Sign,0hrBpAOgrt8RXigk83LLNE,1993-12-24,72,191240,False,Ace Of Base Tribute,5AaeSySGHvppZl7azXOrLl,167,,1,0.00928,0.808,0.786,0.0701,4.0,0.0574,-6.897,0.0,0.0447,96.987,4.0,0.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Night Moves,6UBjSnyP1O5W5ndJoO9vUk,1976-10-22,72,324422,False,Acoustic Bob Seger,1au7efBmkAcR8bnkTJm6Dx,393,,3,0.432,0.705,0.743,0.0133,1.0,0.103,-6.631,1.0,0.042,118.552,4.0,0.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny Belinda,6ZAgDTnMmQCT5BftTVL7w2,2011-08-23,34,304733,False,Active Child,54KTsBl98buzGkELjGlnuU,108357,"['chillwave', 'dream pop', 'metropopolis']",41,0.166,0.448,0.426,0.118,9.0,0.122,-11.043,0.0,0.0339,134.915,4.0,0.0984,1983.0,United States,,False,27.35,25.41,5.12,0.23,173.0,653.0,15.0,4.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0
Famous,1m8Vr5xZ80ALZS42c5YJsD,2020-04-17,61,186960,False,Adam Doleac,4NsVVzuaZGk4aya8Pyacew,43888,"['contemporary country', 'country pop']",56,0.356,0.745,0.475,0.0,7.0,0.115,-5.574,1.0,0.0386,94.964,4.0,0.431,1988.0,,,False,34.63,33.56,5.58,0.24,281.0,1125.0,8.0,30.0,0.0,5.0,0.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,7.0,0.0,4.0
Ghost Town,44aN5xKL3kGHvQ5bXVk6B8,2015-06-11,66,208330,True,Adam Lambert,6prmLEyn4LfHlD9NnXWlf7,1351245,"['dance pop', 'idol', 'pop', 'post-teen pop']",61,0.186,0.703,0.736,1.92e-05,4.0,0.174,-5.709,0.0,0.046,119.955,4.0,0.274,1982.0,United States,male,False,28.64,24.39,5.36,0.28,243.0,858.0,9.0,0.0,2.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0
