song,track_id,release_date,song_popularity,duration(ms),explicit,artist_name,artist_id
Send the Pain Below,6dRAAG4sB71NAtVCHJep7s,2002,64,252360,False,Chevelle,56dO9zeHKuU5Gvfc2kxHNw
Saturday in the Park - 2002 Remaster,4OJFkrRQqol4FsPesF8eu4,1972-07-10,64,235666,False,Chicago,3iDD7bnsjL9J4fO298r0L0
If You Leave Me Now,0KMGxYKeUzK9wc5DZCt3HT,1976-06-14,74,235373,False,Chicago,3iDD7bnsjL9J4fO298r0L0
25 or 6 to 4 - 2002 Remaster,7GqIDx2QVGOpd4r1fZaUUW,1970-01-26,65,289800,False,Chicago,3iDD7bnsjL9J4fO298r0L0
Fibreglasses - Radio Edit,30XakGlnxCn4NjBXzRm7KQ,2015-10-30,18,192380,False,Chicane,5GxyeQagayzZOg4UwffQlD
No Ordinary Morning,443jJ9JZQmnMBGn2ZhNYxK,2000,38,309160,False,Chicane,5GxyeQagayzZOg4UwffQlD
Opposite of Adults,01oPNCtTniFT3YM4K3ksTf,2010-10-12,57,191600,False,Chiddy Bang,40giwFcTQtv9ezxW8yqxJU
Home,6jqOddTbDHmMbFNgOeyxkU,2018-08-21,13,210733,True,Chief Commander Ebenezer Obey,508KmjoFyijrHprjyRkrtv
Redbone,0wXuerDYiBnERgIpbb3JBR,2016-12-02,83,326933,True,Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL
This Is America,0b9oOr2ZgvyQu88wzixux9,2018-05-06,71,225773,True,Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL
3005,2ZltjIqztEpZtafc8w0I9t,2013-12-10,79,234215,True,Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL
IV. Sweatpants,00GOPLxW4PGQuUYdPJh8K1,2013-12-10,70,180675,True,Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL
Sober,5NhlpQ6BOIz3S5welptk1W,2014-10-03,71,252026,False,Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL
Retro (Rough),1nRTH500HbZX8PYwT4ZMby,2014-10-03,60,202666,True,Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL
Mayonesa,5Qjx4obghhfhsh6DiUwpNM,2000-02-20,63,231080,False,Chocolate,4e3lv5qRgFpdILdEOHchbn
Hollow Talk,6p2LhqAZ4DoFgGAI480eP7,2009-08-18,46,321173,False,Choir Of Young Believers,4aXPrNXYJLziXeH7Obkea7
Hold On,5vjLSffimiIP26QG5WcN2K,2017-02-03,81,198853,False,Chord Overstreet,5D3muNJhYYunbRkh3FKgX0
With You,5Lgcn7u07bHuqbOtXkN62u,2007-11-06,72,252120,False,Chris B,4XJ8Zc9TdaCUfaukIsJHsv
Maganda,50jjRKCFrX8v9GOTM6MLph,2018-11-16,11,185021,False,Chris Baco,5vezM3i6LfpZrmLORWErTo
Sporadisk,35bgGR8dVeB2tiQkQJEm1E,2019-04-12,3,180261,False,Chris Baco,5vezM3i6LfpZrmLORWErTo
Man Enough Now,1DKUs6bsxsDtnbykNSiGxB,2019-10-11,54,185474,False,Chris Bandi,10I1X1Vygp2J6R4jP5gF10
Irresistible Bliss,5AbTdTkrWyTlnguWH6J2fD,1999-01-01,37,300066,False,Chris Botti,3eFo5fMv53RYZBYlvT5Z6a
Forever,3NZJlJemX3mzjf56MqC5ML,2008-04-29,76,278573,False,Chris Brown,7bXgB6jMjp9ATFy66eO08Z
The Devil Glitch (Long version),7uXhQmY0sxZ610GK9bsX7L,1999-03-30,2,764133,False,Chris Butler,6XQV9QGqKRLrOH8BdrYKK0
Chicks Dig It - Single Edit,0nprj2O0teCglthuhzTG5o,2003-01-01,63,210560,False,Chris Cagle,1zhIzONVRlTfD1VQRauHMl
What Kinda Gone,7uPReljrrTaqzDCcx4JHmi,2008-01-01,66,181613,False,Chris Cagle,1zhIzONVRlTfD1VQRauHMl
My Life's Been A Country Song,6rpfcwMuWhIokCgwUhz8uW,2010-01-01,30,198466,False,Chris Cagle,1zhIzONVRlTfD1VQRauHMl
Never Ever Gone,3bP9qD6b6531KeUfT8ZaXi,2008-01-01,22,181022,False,Chris Cagle,1zhIzONVRlTfD1VQRauHMl
Seasons,4QglwXpVgc088RhQOp42vx,1992-06-02,54,345133,False,Chris Cornell,0XHiH53dHrvbwfjYM7en7I
"You Know My Name - From ""Casino Royale"" Soundtrack",4MR9iW77LJoPPDjwAYbIZZ,2007-01-01,50,240226,False,Chris Cornell,0XHiH53dHrvbwfjYM7en7I
Millionaire,68JS5SFTnW5Yv9Vzw81Jf0,2017-12-01,71,210133,False,Chris Jackson,418lxCSMAft1tyFjd22xp0
Fix a Drink,0s6OWiWGuiCcm1Muzch5A8,2017-09-22,64,188933,False,Chris Janson,60gmlHZmT16wiO9GiXKYK9
Buy Me a Boat,2WKLUgklz0VDX5bKTZ3eYD,2015-10-30,69,179077,False,Chris Janson,60gmlHZmT16wiO9GiXKYK9
Good Vibes,1XVqh0dC0PIl72f2mQhsVt,2019-10-18,65,165586,False,Chris Janson,60gmlHZmT16wiO9GiXKYK9
Broken Halos,06gD2ZtK3Dzc1BYqWExQJJ,2017-05-05,72,180906,False,Chris Stapleton,4YLtscXsxbVgi031ovDDdh
Parachute,5jROdl6MhcmP3O7h2sVgtw,2015-05-04,71,253200,False,Chris Stapleton,4YLtscXsxbVgi031ovDDdh
Fire Away,5j4hSQH0KaAc8f6cimnXIT,2015-05-04,69,244333,False,Chris Stapleton,4YLtscXsxbVgi031ovDDdh
I Was Wrong,7dUdMZqfGSIt0ZkmTOgRLA,2017-05-05,65,191480,False,Chris Stapleton,4YLtscXsxbVgi031ovDDdh
Tennessee Whiskey,3fqwjXwUGN6vbzIwvyFMhx,2015-05-04,81,293293,False,Chris Stapleton,4YLtscXsxbVgi031ovDDdh
Good Good Father,1mWdyqs6Zvg8b1lKjDc8yB,2016-04-29,65,293398,False,Chris Tomlin,6pRi6EIPXz4QJEOEsBaA0m
Whom Shall I Fear (God Of Angel Armies),2VuwpxQR7rTPWkoLkpANdz,2013-01-01,57,267906,False,Chris Tomlin,6pRi6EIPXz4QJEOEsBaA0m
How Great Is Our God,0jOSpB2zK2O0SNxj8ZT5lp,2011-01-01,63,305426,False,Chris Tomlin,6pRi6EIPXz4QJEOEsBaA0m
Amazing Grace (My Chains Are Gone),5W9Al2ewPfzbWHOV2BAtBR,2006-01-01,60,267066,False,Chris Tomlin,6pRi6EIPXz4QJEOEsBaA0m
I Will Follow,6kpAhNL6CYs3NSbFs3tHwf,2010-01-01,51,220000,False,Chris Tomlin,6pRi6EIPXz4QJEOEsBaA0m
Resurrection Power,20bD4lkiXkxl5VVg0Y7Tjz,2018-01-12,44,251106,False,Chris Tomlin,6pRi6EIPXz4QJEOEsBaA0m
Home,2aMb1asq5acm7cDYlFsYhY,2016-10-21,53,219720,False,Chris Tomlin,6pRi6EIPXz4QJEOEsBaA0m
At The Cross (Love Ran Red),27uBwOJbW6kHsCbKGukxMK,2014-10-27,56,250626,False,Chris Tomlin,6pRi6EIPXz4QJEOEsBaA0m
Indescribable - Arriving Album Version,1GoE6xwwZ20NbxCKVA5nz2,2011-01-01,48,238786,False,Chris Tomlin,6pRi6EIPXz4QJEOEsBaA0m
Losing Sleep,6waqLPcT6ruMhmd36OhmFO,2017-10-20,60,178253,False,Chris Young,4BYxqVkZyFjtik7crYLg5Q
Hangin' On,6CyJlVAEFlNdpggOLanytL,2017-10-20,57,185440,False,Chris Young,4BYxqVkZyFjtik7crYLg5Q
You Do the Talkin',4BXH2jK8DaGMhW5xyfxbtc,2015-11-13,41,179240,False,Chris Young,4BYxqVkZyFjtik7crYLg5Q
Raised on Country,6voi5xnLs9JKmWG2oLmgDU,2019-01-04,58,175594,False,Chris Young,4BYxqVkZyFjtik7crYLg5Q
love ride,3bjLCKsBNSFyx6Gfsb7X4h,2017-11-16,60,234192,False,Christian French,7naAJDAh7AZnf18YYfQruM
Black and White,1ro76hOLaDln3l4L8baQv9,2022-04-08,30,226500,False,Christie Huff,3mdJ7xExgfvMfYEAK7rEy7
Beautiful,3TCauNPqFiniaYHBvEVoHG,2002-07-19,70,238560,False,Christina Aguilera,1l7ZsJRRS8wlW3WfJfPfNS
Genie In a Bottle,11mwFrKvLXCbcVGNxffGyP,1999,72,217573,False,Christina Aguilera,1l7ZsJRRS8wlW3WfJfPfNS
Come on over Baby (All I Want Is You) - Radio Version,7A0apkTSTvMbSI7yplcmlh,1999,66,203333,False,Christina Aguilera,1l7ZsJRRS8wlW3WfJfPfNS
Candyman,5lUTzPuiloBHm1qEaJcJfF,2006-08-14,67,194213,False,Christina Aguilera,1l7ZsJRRS8wlW3WfJfPfNS
What a Girl Wants,5bGmuxShUba9maPswDnhCs,1999,63,215800,False,Christina Aguilera Tribute Band,3rd0aGoEJh76H2kjsMIH8U
A Thousand Years,6lanRgr6wXibZr8KgzXxBl,2011-10-18,80,285120,False,Christina Perri,7H55rcKCfwqkyDFH9wpKM6
Jar of Hearts,0HZhYMZOcUzZKSFwPOti6m,2011-05-10,73,246587,False,Christina Perri,7H55rcKCfwqkyDFH9wpKM6
human,1x80xTzSL7pok3M5JC3oJz,2014-03-27,63,250706,False,Christina Perri,7H55rcKCfwqkyDFH9wpKM6
Wicked Game,7w5AOd6HrDIHewHfpABEss,1989-06-13,76,289066,False,Christopher Isaak,3wximBZFwhGysCc2haV2z6
Greenpath,6fyI2QGPzUiqRHnuYD7oOp,2017-02-10,53,217013,False,Christopher Larkin,13kMpt8IdcHcdxPLcJrgU2
Volatile,1OxjtkbSNBfpdDS0Vf5IvJ,2014-09-30,15,287999,False,Christopher Norman,4y89tJzecxAKFXBiKPmYBW
Marijuana,63PEsIWyy3QgiPy4u5I9pG,2013-08-29,56,181149,False,Chrome Sparks,2pTCZ9C1fXdaVlv6d5EIXM
Hard to Say No,3cGTvXFuGCPMddviQ3NG7P,2014-05-12,29,215066,False,Chromeo,2mV8aJphiSHYJf43DxL7Gt
Roll Over Beethoven,6C7aTTCUWRK7dD379yUT3W,1959-07-01,60,144600,False,Chuck Berry,293zczrfYafIItmnmM3coR
You Never Can Tell,6FT83pFXKhDlXDsNJFAHWz,1964-11-01,70,161906,False,Chuck Berry,293zczrfYafIItmnmM3coR
Johnny B. Goode,2QfiRTz5Yc8DdShCxG1tB2,1959-07-01,75,161560,False,Chuck Berry,293zczrfYafIItmnmM3coR
Tubthumping,22HYEJveCvykVDHDiEEmjZ,1997,66,278778,False,Chumbawamba,0TcYeHEK9sBtv7xPbKhzHz
Level Up,7ssEhls1ZYEGtBsoovkMSe,2019-05-10,64,204150,False,Ciara,2NdeV5rLm47xAvogXrYhJX
Affection,4eVNSHRazoHgfYGv3AYFyZ,2015-10-05,61,311000,True,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj
Better Days (And the Bottom Drops Out),460Wn6Dq2uMviG5nPXtPnb,1999-02-26,58,207026,False,Citizen King,2Ca9nb6MJ3lwyF7dRNJm3M
I Surrender All,45bthi0SK4vxduIwzS1G9y,2013-03-01,34,366080,False,Citizens,3e7KVnSiZjsBkReSv0L6db
Walking in the Rain to a Café to Write Down Private Thoughts in Public,6xHlnkbGTtQaPvFJVIweaD,2017-11-02,46,188571,False,City Girl,6yby1ACnfwVigbSSaH3kEQ
The Girl,1IFRVS4t1olI0XG9RBWdKH,2007,61,360106,False,City and Colour,74gcBzlQza1bSfob90yRhR
Sleeping Sickness,2SBFyml6gSXByXMRfW6UYi,2007,54,248000,False,City and Colour,74gcBzlQza1bSfob90yRhR
Letters From The Sky,1g8dRVzAvmSOTfTz5m0H9K,2010-04-13,49,275040,False,Civil Twilight,6i4aN0I3l7uldsLTjbZOF8
The Courage Or The Fall,25ftvBo8tBHwathOzuVLLA,2014-12-02,28,193571,False,Civil Twilight,6i4aN0I3l7uldsLTjbZOF8
Pretty Girl,0KyAGiNGUytG5JLxJu4F6l,2017-08-04,75,178352,False,Clairo,3l0CmX0FuQjFxr8SK7Vqag
Love Letter,0Vc8lKVpeK7SeUULvYVncH,2013-01-01,35,184640,False,Clairy Browne & The Bangin' Rackettes,4wD2i7Mq4ue63myHCX8OPf
The Skin of My Yellow Country Teeth,57rAvblBMBmdPBugRF1T77,2005-09-13,55,343773,False,Clap Your Hands Say Yeah,1jSaZgaKHmgc7VTgML528r
United,64nKx64x8kb5fuoW3YPB4K,2016-10-28,46,416029,False,Claptone,4mncDFjVLUa3s025Tct3Ry
Once I Know,5ly5iwUi8UbCLIKowJWG3B,2007-09-07,4,221432,False,Clara Hill,4RHulYLsymySn2JlGzyXfc
Make You Feel My Love - Acoustic Live,2MMwHt9wHBUbqCBubfRYyy,2018-10-12,34,189936,False,Clare Dunn,2VDsDEKCdNm7c7Ve43Z9gw
You’re So Very Far Away,6IhFOgNP7YeQ3PoI8kcRLn,2011-10-25,43,179000,False,Clem Leek,5FbBZ9ZLIoVdgbbnGmsKNk
Hotline Bling,0wwPcA6wtMf6HUMpIRdeP7,2016-05-06,78,267066,False,Cletus Eazy Drake,22F1qaOeqiKVNYPBHxhTXK
Binge and Purge,2lBqQF5G7QCa9dB6oMPYuX,1993-07-27,41,388533,True,Clutch,161AC1AVRkIGIMxyj5djFQ
Animals,4rU9uDTzu00TrDStSxeFBm,2017-07-28,51,214266,False,Coast Modern,4wYk01oPJNfaEssVFL46oQ
Sauce All on Me,3Rnn4zgsZY4ROwUunaRNTW,2018-12-21,43,168425,True,Coca Vango,3GeZ2hxlimcfZ7v3qxf5UT
Where The Wind Blows,09sxVSBp76QJ5MIc7yy4Kq,2013-01-01,40,230880,False,Coco O.,4cc6PmIfhsUCGJUU9QsxEy
Lemonade - Radio Edit,6U2Jqdb3GrcF2MQRMDklRP,2010-04-17,14,208803,False,CocoRosie,05fo024EFotg9songSENOZ
Nighttiming,1jbrKpiTZ5jSblBypybUmV,2007-04-17,56,168492,False,Coconut Records,2YKp8Odp8GGbAkVU60Yk2Y
West Coast,2nvZv4qatgsDIbEqqbQLUT,2007-04-17,65,210106,False,Coconut Records,2YKp8Odp8GGbAkVU60Yk2Y
Go,5xkSjPIdDUe2OxX0BR9unM,2017-10-06,47,194246,False,Cody Fry,7dOCnyDR2oEa1hQlvTXvdT
Ukulele and Chill,0sRg0YVlQNN3klM0NtysR4,2017-04-29,45,170666,False,Cody G,26HkLAAIMh5qOFet57d1rg
Me and My Kind,4rW9EUFaMSNVY8JhbqrB6z,2014-01-14,72,156200,False,Cody Johnson,6zLBxLdl60ekBLpawtT63I
On My Way to You,3OjNkFFZavF89xvRqWCXmU,2019-01-18,65,213306,False,Cody Johnson,6zLBxLdl60ekBLpawtT63I
Drinkin' Terms,0leBYsvyyFSXc1aeuFVgTD,2018-11-16,38,176262,False,Cody Purvis,3uVEo0XTel7WqHQlSnRehM
La Da Dee,0ccwMrlZONy5yXrirq7lTe,2013-07-23,69,196786,False,Cody Simpson,79Xp2rRN7wdsaTJgttdX3K
Pretty Brown Eyes,54PUd1iY2N2a5DPb7qnrzj,2013-07-23,57,168200,False,Cody Simpson,79Xp2rRN7wdsaTJgttdX3K
Wish U Were Here - Acoustic,4812NLW48dCoABairmUF0p,2012-09-28,38,216160,False,Cody Simpson,79Xp2rRN7wdsaTJgttdX3K
Summertime of Our Lives,0g0wipczs90NRHjFHA6Fg4,2013-07-23,42,195173,False,Cody Simpson,79Xp2rRN7wdsaTJgttdX3K
Flower,526YVuTYcOYJLXeuobJV2H,2015-07-10,43,181297,False,Cody Simpson,79Xp2rRN7wdsaTJgttdX3K
Brighter Than The Sun,5YTtTbqxUzJHD3CpbNHerP,2011-01-01,65,231213,False,Colbie Caillat,6aZyMrc4doVtZyKNilOmwu
I Do,42loEE51UDcecom9K8K4ei,2011-01-01,61,173360,False,Colbie Caillat,6aZyMrc4doVtZyKNilOmwu
Bubbly,0rFOs9paloAvEtzwDX1Kmc,2007-01-01,68,196280,False,Colbie Caillat,6aZyMrc4doVtZyKNilOmwu
Fallin' For You,1le5KVGTF1xWf2aUj7ruLy,2009,61,215546,False,Colbie Caillat,6aZyMrc4doVtZyKNilOmwu
First,3omXshBamrREltcf24gYDC,2014-10-31,66,200360,False,Cold War Kids,6VDdCwrBM4qQaGxoAyxyJC
Hang Me Up To Dry,3IXRdLsQib8m0hBbQpe7T8,2007-05-11,65,218786,False,Cold War Kids,6VDdCwrBM4qQaGxoAyxyJC
The Scientist,75JFxkI2RXiU7L9VXzMkle,2002-08-08,84,309600,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
All I Can Think About Is You,6V6goat94tTJOWXXKZstNX,2017-07-13,58,274586,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
Viva La Vida,1mea3bSkSGXuIRvnydlB5b,2008-05-26,82,242373,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
Clocks,0BCPKOYdS2jbQ8iyB56Zns,2002-08-08,80,307879,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
Hurts Like Heaven,6WF4hzdGXvXd1joERSXJjm,2011-10-24,56,242253,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
Charlie Brown,1yqMgZNrevsWMLWfO2PRp5,2011-10-24,69,285159,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
Death and All His Friends,0guzngk1qWk5sgdYbThEGI,2008-05-26,49,378853,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
Hymn for the Weekend,3RiPr603aXAoi4GHyXx0uy,2015-12-04,83,258266,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
Everglow,5qfZRNjt2TkHEL12r3sDEU,2015-12-04,68,282693,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
Ink,6c6W25YoDGjTq3qSPOga5t,2014-05-19,60,228373,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
Yellow,3AJwUDP919kvQ9QcozQPxg,2000-07-10,87,266773,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
Paradise,6nek1Nin9q48AVZcWs9e9D,2011-10-24,83,278719,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
Up&Up,31L9yLXSj6LpCFupyMV6CR,2015-12-04,68,405320,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
Life in Technicolor ii,0VpFFXnT2kNjqJmTv57aZi,2008-11-24,47,245099,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
Adventure of a Lifetime,69uxyAqqPIsUyTO8txoP2M,2015-12-04,77,263786,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
Everything's Not Lost - Includes Hidden Track 'Life Is For Living',1RNtm45kw0hPMBz7gKiIYu,2000-07-10,58,436440,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
Shiver,0qksx8mV28lztYIZ1om8ml,2000-07-10,67,304200,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
Warning Sign,4bPkBHKLKd9WHizsvM2zV3,2002-08-08,61,331133,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
Talk,4wzt5Rrk3W98pHXAqutuJw,2005-06-07,63,311291,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
Spies,2mLgOcRkEgq89j8WstUpui,2000-07-10,60,318773,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
Sparks,7D0RhFcb3CrfPuTJ0obrod,2000-07-10,84,227093,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
High Speed,2DHgvPQD1jApRnT1DBZdrS,2000-07-10,63,256466,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
Fix You,7LVHVU3tWfcxj5aiPFEW4Q,2005-06-07,82,295533,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
What If,39qRdHcl2tizWbzlM9kUlN,2005-06-07,57,298519,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
Major Minus,6maXBs9zUY48m1UNHgTeRC,2011-10-24,48,210324,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
Magic,23khhseCLQqVMCIT1WMAns,2014-05-19,73,285014,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
A Sky Full of Stars,0FDzzruyVECATHXKHFs9eJ,2014-05-19,82,267866,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
Midnight,4GKk1uNzpxIptBuaY97Dkj,2014-05-19,64,294666,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
The Hardest Part,4Tw9JYF9HOuPRyccNWMgwf,2005-06-07,62,262880,False,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
Trouble,0R8P9KfGJCDULmlEoBagcO,2000-07-10,73,273426,False,Coldplay Metal Tribute,1ztMJAoRFWrN0B0mM880Gl
Middle of a Memory,38gZVjeaeR3gcnCzziAxBm,2016-05-06,63,226306,False,Cole Swindell,1mfDfLsMxYcOOZkzBxvSVW
Chillin' It,0Utg7sirTPqrs6Cx0FbriQ,2014-02-18,65,196746,False,Cole Swindell,1mfDfLsMxYcOOZkzBxvSVW
More Than Gravity,27hFQQS3cVUmIK3ser5bpu,2014-10-28,35,266078,False,Colin & Caroline,2Y4125mDrgQyPD7dt76Rtm
Shine,77YKoNCjP5hWqiXMRG2839,1994-03-22,71,306040,False,Collective Soul,4e5V1Q2dKCzbLVMQ8qbTn6
December,7GNLvWRG9itrCk0zarYKmQ,1995-03-14,64,285000,False,Collective Soul,4e5V1Q2dKCzbLVMQ8qbTn6
A Real Hero,1aJrVsHwcQMZ8TZ6mlvT5J,2010-01-11,57,267859,False,College & Electric Youth,3moPFBjUsSSJAC92afLgOH
Second Guessing Games,08ga7mX0JIkMlPDdx4kkkx,2014-07-22,38,172453,False,Colony House,6R664N4cEza3eORSqKSgO4
Silhouettes,5zYduVIUSgSWmv56IwBmRl,2014-07-22,61,177773,False,Colony House,6R664N4cEza3eORSqKSgO4
Portal,3k5N6jvm2oWOXN6PNYcO9A,2014-09-19,26,269133,False,Colour Lights,1Iz590trXXVDuNZXCNjqJ7
You Are,58nybimO4jlwl3M59S18Oe,2013-01-01,50,202586,False,Colton Dixon,52oVYHQ99ORZzeig2YGo4R
Never Surrender,2C6doYBvhQSYclTqpl5oJF,2010-08-31,37,288493,False,Combichrist,5556RAgwP70PnXbaUTGNbR
Buried Alive,7GFcokWZaVJLOkCE6jmnNR,2013-01-25,30,189475,False,Combichrist,5556RAgwP70PnXbaUTGNbR
No Redemption,1ZnGru49I0fs6Q7JdQz5Fi,2013-01-25,35,153331,False,Combichrist,5556RAgwP70PnXbaUTGNbR
Sent To Destroy,2wq3HLYBkckmuOJc5ylB6f,2009-01-16,40,279320,False,Combichrist,5556RAgwP70PnXbaUTGNbR
Brick House - Extended Version,7u9AUwRpFRvmi9oq4HZqC2,1999-01-01,21,225533,False,Commodores,6twIAGnYuIT1pncMAsXnEm
Easy,1JQ6Xm1JrvHfvAqhl5pwaA,1977-01-01,74,256426,False,Commodores,6twIAGnYuIT1pncMAsXnEm
Prologue: Into the Woods,5fJ8kh5tPo0LIXrdtUP9XY,2014-01-01,47,875160,False,Company - Into the Woods (Motion Picture Cast),4eUlH7ZUwEM0oaXBBkizNt
Generation Why,79e2GU4RLPjAqnijfvsXYr,2018-11-16,65,219680,False,Conan Gray,4Uc8Dsxct0oMqx0P6i60ea
Zigzagging Toward the Light,09mSRgoEyU5IBmSlOFbRYy,2014-05-16,31,243226,False,Conor Oberst,2Z7gV3uEh1ckIaBzTUCE6R
Hundreds of Ways,6A4eengLRvjVeZkQaFXmv7,2014-05-16,29,268425,False,Conor Oberst,2Z7gV3uEh1ckIaBzTUCE6R
Time Forgot,79BVZL9TSIqdjifNii5zyN,2014-05-16,30,275040,False,Conor Oberst,2Z7gV3uEh1ckIaBzTUCE6R
Artifact #1,2GsM1KmT8h7WnKEVlQDyzL,2014-05-16,33,262986,False,Conor Oberst,2Z7gV3uEh1ckIaBzTUCE6R
The Only One (Acoustic),0GCHB158sdlzCRmj9N1qTK,2014-12-17,26,200727,False,Corbyn Besson,4M4swPo6YkmMZPA7Vrczyk
Marathons (Acoustic),6rB0lKtggJPxHOGgwTysNO,2015-03-19,24,157059,False,Corbyn Besson,4M4swPo6YkmMZPA7Vrczyk
First Flight Home (Cover) - Original,5Az7iICcKa7y1dQq1xxdqo,2018-08-03,18,194532,False,Corbyn Besson,4M4swPo6YkmMZPA7Vrczyk
Put Your Records On,2nGFzvICaeEWjIrBrL2RAx,2006-01-01,77,215360,False,Corinne Bailey Rae,29WzbAQtDnBJF09es0uddn
Clean My Wounds,6g48vpikqU2atsrDXdGzKo,1994-09-26,56,212693,False,Corrosion Of Conformity,1BBIIH0h76KN8gYeXFcPjR
Albatross,3CtKSQyQPdzA2u7n9tjJw2,1994-09-26,53,320333,False,Corrosion Of Conformity,1BBIIH0h76KN8gYeXFcPjR
Reckless Love,0rH0mprtecH3grD9HFM5AD,2018-01-26,69,333386,False,Cory Asbury,2gXmjQIxCO8lMnSncluZaU
Social Sites,0puyikpyVwe8TTv2tvMHeq,2016-10-24,51,289308,True,Cosmo Pyke,1RKG6WXRzmTJtbLRZTPU0T
Joy And Pain,75P5cKY4rn1j6IvmpvdwQ4,1996-01-01,28,251200,False,Count Basic,6j8m6cVc4301niMvVMP0kz
Speechless - Drum & Bass,511IqVVwoTtJ9LO8833ufv,1996-07-08,37,411706,False,Count Basic,6j8m6cVc4301niMvVMP0kz
Mr. Jones,5DiXcVovI0FcY2s0icWWUu,1993-01-01,78,272293,False,Counting Crows,0vEsuISMWAKNctLlUAhSZC
Accidentally In Love,4ccM2xBxicGigjLqt6A0YY,2004-04-27,64,188613,False,Counting Crows,0vEsuISMWAKNctLlUAhSZC
Colorblind,2a7NRfaVMfob2BvkBmOxA0,1999,57,203493,False,Counting Crows,0vEsuISMWAKNctLlUAhSZC
Rainforest,6Cz4U4IA4JfxQnlUu4qpeo,2017-01-27,25,193134,False,Courage of Lassie,6pkMjzO4nsL7xPKOcG3jB7
Lose Control - Live at Heaton Park,6bodPFwOjIbk40i1YkAI6T,2016-10-28,17,229594,False,Courteeners,1NfJU4hy56Z4UM4iyIa1B2
After the Moment,6OONiDEd0JW4K5wcWxnRX7,2011-03-22,52,240608,False,Craft Spells,16lg8y62dC3J6ok1pNAbFJ
Heartline,60RZ7d1D4DeEdtzkjXrp77,2018-01-26,49,192893,False,Craig David,2JyWXPbkqI5ZJa3gwqVa0c
That's What I Love About Sunday,1fmi1hOBtH8xfUiWz4LVtE,2005-03-08,62,201493,False,Craig Morgan,6ktyNEnEukKzskQEiXgCFD
Redneck Yacht Club,4etE2X6t7GmyiuYLIdI8H5,2005-03-08,68,230373,False,Craig Morgan,6ktyNEnEukKzskQEiXgCFD
Mmm Mmm Mmm Mmm,31v2AQlx4pDI7kmnLxBkem,1993-04-05,67,235173,False,Crash Test Dummies,1YEGETLT2p8k97LIo3deHL
Butterfly,4BggEwLhGfrbrl7JBhC8EC,1999-11-04,73,216733,False,Crazy Town,4iSKnRZAxkmqNok6tv10Se
Sunshine Of Your Love,2K2M0TcglCRLLpFOzKeFZA,1967-11,71,250400,False,Cream,74oJ4qxwOZvX6oSsu1DGnw
White Room,3Xls4cNOwy01dtrNXb1inG,1968-07-01,70,298333,False,Cream,74oJ4qxwOZvX6oSsu1DGnw
One Last Breath,42T2QQv3xgBlpQxaSP7lnK,2001-01-01,71,238240,False,Creed,43sZBwHjahUvgbx1WNIkIz
With Arms Wide Open,0eKyHwckh9vQb8ncZ2DXCs,1999-01-01,66,274800,False,Creed,43sZBwHjahUvgbx1WNIkIz
Higher,1ZozJfi8u9cO2Ob8KwiwNT,1999-01-01,71,316733,False,Creed,43sZBwHjahUvgbx1WNIkIz
My Sacrifice,2VSbEXqs6NbNiZSTcHlIDR,2001-01-01,71,294600,False,Creed,43sZBwHjahUvgbx1WNIkIz
