song,track_id,release_date,song_popularity,duration(ms),explicit,artist_name,artist_id
Mr. Brightside,003vvx7Niy0yvhvHt4a68B,2004,86,222973,False,The Killers,0C0XlULifJtAgn6ZNCW2eu
Somebody Told Me,6PwjJ58I4t7Mae9xfZ9l9v,2004,78,197200,False,The Killers,0C0XlULifJtAgn6ZNCW2eu
Human,1sTsuZTdANkiFd7T34H3nb,2008-11-18,76,245373,False,The Killers,0C0XlULifJtAgn6ZNCW2eu
When You Were Young,70wYA8oYHoMzhRRkARoMhU,2006-09-27,77,220426,False,The Killers,0C0XlULifJtAgn6ZNCW2eu
Sweet Talk,4IBTEftHDFMV8femNMlfMP,2007-01-01,49,258866,False,The Killers,0C0XlULifJtAgn6ZNCW2eu
Read My Mind,7cX4PJz1old9fyFI8RlfgW,2006-09-27,71,246840,False,The Killers,0C0XlULifJtAgn6ZNCW2eu
The Man,5aWhs651KYM26HYM16kRdk,2017-09-22,65,250093,False,The Killers,0C0XlULifJtAgn6ZNCW2eu
Be Still,1B5tiGNcOHERcXcBHiL6Xs,2012-09-17,55,273240,False,The Killers,0C0XlULifJtAgn6ZNCW2eu
Smile Like You Mean It,3KANrKOFYyAxfjQJHkgBdb,2004,66,234106,False,The Killers,0C0XlULifJtAgn6ZNCW2eu
Where The White Boys Dance,3rfgt8fw5l6of33oj81VXn,2007-01-01,37,206200,False,The Killers,0C0XlULifJtAgn6ZNCW2eu
Romeo And Juliet,1kfrnPViuzKdNwmH21ehLg,2007-01-01,57,327866,False,The Killers,0C0XlULifJtAgn6ZNCW2eu
Future Starts Slow,04RcDL1mbjcVLMLqBOjkeX,2011-04-05,51,248200,False,The Kills,5BYuBzqmTXwUDw2rYkwExr
All Day and All of the Night,78JmElAFmrPNhLjovDR9Jm,1964-10-02,68,141506,False,The Kinks,1SQRv42e4PjEYfPhS0Tk9E
Strangers (Stereo) - 2014 Remastered Version,7buoWHxRKoDrudJxkPBzbF,2014-10-20,23,198786,False,The Kinks,1SQRv42e4PjEYfPhS0Tk9E
Destroyer,5i305QcqbNK8ErelBTzJKH,1981-08-15,49,226966,False,The Kinks,1SQRv42e4PjEYfPhS0Tk9E
A Well Respected Man,5e3isD5st7PGYzSJuoRSIV,1965-03-05,57,161586,False,The Kinx Tribute Band,0JC3In1CbeYAyXKDjewFRp
My Sharona,1HOMkjp0nHMaTnfAkslCQj,1979-01-01,76,295400,False,The Knack,0Nn9YwJzcaeuU1jJL06e3r
Always Where I Need To Be,6gGSSrKMiV2yec1DrqGhhy,2008-01-01,59,161720,False,The Kooks,1GLtl8uqKmnyCWxHmw9tL4
Naive,2RUhtNBh43RtSg0WBPPq3m,2006-01-01,62,203506,False,The Kooks,1GLtl8uqKmnyCWxHmw9tL4
One Last Time,2so4Y65VapWGnfF2leexmu,2008-01-01,39,158320,False,The Kooks,1GLtl8uqKmnyCWxHmw9tL4
Bad Habit,3huV7eiNpaQlCB3LbZi9bB,2014-01-01,62,221413,False,The Kooks,1GLtl8uqKmnyCWxHmw9tL4
Do You Wanna,0YY9bJCAk7eJliNKvlxGV4,2008-01-01,44,245760,False,The Kooks,1GLtl8uqKmnyCWxHmw9tL4
Sweet Emotion,0hIGUS1PQbv5NIrHIf6Fza,2014-01-01,58,308569,False,The Kooks,1GLtl8uqKmnyCWxHmw9tL4
Gusts of Wind Blowing in Different Directions,0cxSYGWTxWFTVJx7i6rke9,2010-07-08,37,141186,False,The Last Dinosaur,69sFt37arbuC0hGSFAoWqZ
Fight for Everyone,6gFdTjFX74UcADR5YvurRT,2013-07-02,21,228466,False,The Leisure Society,6SzmRtk9EnP5q1rqfqbfSW
Mobylette,0iii7HZkNAJZA8VPQZ36hv,2014-09-30,8,234573,False,The Limiñanas,2joJCoCL4EmiVqic3vZn7n
Finest Girl (Bin Laden Song),1LpjlPR8Gv52B04UQNLZAw,2016-06-03,55,150586,True,The Lonely Island,1f5GqyOPo0CkotzzRwviBu
Breakeven,285hMzLhJwHVLe9QT9qilk,2008-07-14,74,261426,False,The Lullaby Ensemble,6FfLJmRMbV0UgMnKbpVvYT
Submarines,6TWPAG7Oam1mdut6Ov77qh,2012-04-03,51,163240,False,The Lumineers,16oZKvXb6WkQlVAjwo2Wbg
Nobody Knows,7A0FGrZsLgOUmeNtMTnt4z,2016-08-12,63,188573,False,The Lumineers,16oZKvXb6WkQlVAjwo2Wbg
Toothpaste Kisses,6jeWgaprnGyAsRhUcNuZKX,2007-01-01,53,159320,False,The Maccabees,0vW8z9pZMGCcRtGPGtyqiB
Material Girl,22sLuJYcvZOSoLLRYev1s5,2009-09-18,79,240280,False,The Madonna Tribute,4ZAnuFaKjIS8ecCcF09Hf4
Paris,4EaO2XR7gWaHq8DW7nu1iY,2014-07-08,51,232746,True,The Magic Time Travelers,2ToPZVyWUmZjOV02O75hnR
The Book of Love,62ZYyXIsHVX5xVUj80arVu,1999-09-14,57,162413,False,The Magnetic Fields,6RWjTQqILL7a1tQ0VapyLK
A Jagged Gorgeous Winter,7vQ8cJE5h67lxbvbYtJeWk,2007-06-28,39,230021,False,The Main Drag,4NVO7CCcOSMoawltzMSPBc
California Dreamin' - Single Version,4s6LhHAV5SEsOV0lC2tjvJ,1966-03,77,162373,False,The Mamas & The Papas,1bs7HoMkSyQwcobCpE9KpN
Hurt,28cnXtME493VX9NOw9cIUh,2002-01-01,74,216533,False,The Man In Black: A Tribute To Johnny Cash,3QGgZsoDp1k9AsZx6oo7Ap
Please Mr. Postman - Single Version / Mono,6jX5mso4x00c1EiNMrTU9U,1961,65,148040,False,The Marvelettes,0MponVSpW81oLvJZ53vYZH
Macarena,4c4l4A2YDjSaceyAX1KDlU,2011-09-23,1,232881,False,The Megamixers,01ZZb7U1XJDh747KxYkGeU
On My Way,2KE6E2nkVz8HVBJ10XaJoy,2013-11-05,39,236497,False,The Melodic,1UdfOmrFJrE1xwo5ldmZbx
It Ain't No Use,3MaqEiVpKGxqd2JhMH9xR7,1974,46,711133,False,The Meters,2JRvXPGWiINrnJljNJhG5s
The Darkest Side,3V4TBYk5YhzJeRZeHucjGR,2009-10-27,37,307160,False,The Middle East,6imbHAlhHrFwtsOgqpeBK2
Arcade Dreams,5Lkz0PPG8ORS0GKpznREyW,2018-09-21,40,243735,False,The Midnight,2NFrAuh8RQdQoS7iYFbckw
Sunset,4PMmwowVLOajPdiKnrU1vK,2016-08-01,57,326520,False,The Midnight,2NFrAuh8RQdQoS7iYFbckw
Crockett's Revenge,6rW7rNSJC9wVtrsarYpThL,2016-08-01,39,322978,False,The Midnight,2NFrAuh8RQdQoS7iYFbckw
Endless Summer,2jq5avJCdvIzelo7PiZNjW,2016-08-01,44,405907,False,The Midnight,2NFrAuh8RQdQoS7iYFbckw
Synthetic,5y72MBQ0z2YszChIGxx4gc,2016-08-01,40,199669,False,The Midnight Creeper,6mJaYnPNAHUlL2HUXzF3qS
Vampires,1K0urJwRWgKsdufGEdkXP7,2016-08-01,53,317228,False,The Midnight Thrill,7LAP2wrmJ1w5TPBlmcFSLD
Is It A Crime - Album Mix,2WCkVQcnzUUmrQ0ZOPRGVB,2010-06-01,39,260371,False,The Moleskins,4pi5AAtLwHbvLBypLmTYQe
Young & Unafraid,4K3gnzGmIjwkZhqOiYQ4r6,2016-02-26,47,194813,False,The Moth & The Flame,6Fk18HpdnXUsKWpN9mPb9R
Time We Had,5fM5nEYsj6nibcNs41wQwf,2007-04-03,40,186826,False,The Mother Hips,754hwfwMX4RL52JZYmQaBR
This Year,0s9aeZriwqyBYfxFzsd20R,2005-04-25,58,232893,False,The Mountain Goats,3hyGGjxu73JuzBa757H6R5
San Francisco,5RRWirYSE08FPKD6Mx4v0V,2013-01-01,62,173093,False,The Mowgli's,6AGUQK1EWK6nvN4pLIDQDQ
Young Blood,25nzKGDiua1lE9Qo5V19GL,2010,68,246600,False,The Naked And Famous,0oeUpvxWsC8bWS6SnpU8b9
Punching In A Dream,5PtEpuVX03k9bOUwilL5EO,2010,62,238133,False,The Naked And Famous,0oeUpvxWsC8bWS6SnpU8b9
Hearts Like Ours,1GzeyDrul7da45BQASLiKL,2013-01-01,50,272053,False,The Naked And Famous,0oeUpvxWsC8bWS6SnpU8b9
The Sun,3biMQVil52sKP7Rwj8o7Rb,2010,40,236560,False,The Naked And Famous,0oeUpvxWsC8bWS6SnpU8b9
Exile Vilify (From the Game Portal 2),1IbFHfVWUDNkhSY9PWt9th,2011-04-19,46,285000,False,The National,2cCUtGK9sDU2EoElnk0GNB
Runaway,7DUwey3WJDVU6IO3ZGqmTC,2010-05-11,37,333786,False,The National,2cCUtGK9sDU2EoElnk0GNB
I Need My Girl,50M7nY1oQuNHecs0ahWAtI,2013-05-20,64,245240,True,The National,2cCUtGK9sDU2EoElnk0GNB
About Today - 2021 Remaster,2w55zgyrG40D5ppKj4XxdK,2004-07-19,57,250760,False,The National,2cCUtGK9sDU2EoElnk0GNB
Fake Empire,7hanhZrUArC9qUerln4jh1,2007-05-22,49,205040,False,The National,2cCUtGK9sDU2EoElnk0GNB
Daytime in the Rainforest with Birdsong and Insects,4XvNaz3nSNtBDmQyQkUVb4,2012-05-30,29,120686,False,The Nature Soundscapes,02EkiP3hYgkSISBAS0nfjG
Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,2013-04-19,90,240400,False,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh
Female Robbery,4BDnfINTlfJPmLp1UV6CXt,2013-04-19,62,209520,False,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh
Afraid,7brQHA2CgQpcMBiOlfiXYb,2013-04-19,76,251186,True,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh
How,6mAuw7R6u4vlNneuBgnC8K,2013-04-19,56,314826,False,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh
Everybody's Watching Me (Uh Oh),0yyyapBjZ9Ek1vcpp3e9bj,2013-04-19,58,238026,False,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh
Let It Go,6cWpj6c5pNZYEk5KYjNBji,2013-04-19,58,197266,False,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh
Alleyways,4V37tyDu9CtqYshvrgLke4,2013-04-19,61,267853,True,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh
W.D.Y.W.F.M?,3vooOYHU0Fi3ViCG7Ozh0Y,2013-04-19,66,259413,False,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh
Flawless,2Kt1XplPBQBsDKQDa6TssB,2013-04-19,67,246493,True,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh
Staying Up,1NA2NvAgCB4EfcBC8OHfuj,2013-04-19,55,268173,False,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh
West Coast,4TaY35s44Bf6OQnRK4R8Y5,2013-12-10,57,253520,False,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh
No Grey,2NNzvsOFpztTUUzk6rcnPH,2013-12-10,55,206960,False,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh
$TING,48YPDmhRIQRiusm5uCz5gX,2013-12-10,56,282546,False,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh
Sweater Weather - Spotify Sessions Curated by Jim Eno,7sDzAu7alAL1hWvL86tSGB,2013-06-18,50,191560,False,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh
Afraid - Spotify Sessions Curated by Jim Eno,2LEFfsq272ijpJPZuKen8Z,2013-06-18,37,250440,True,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh
Leaving Tonight,0p8dPSu0ZGzGYbOhWwenXS,2013-05-08,59,203866,False,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh
Baby Came Home 2 / Valentines,40gvh6jP5qxMJuMmF9lG9A,2015-10-30,71,390493,False,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh
R.I.P. 2 My Youth,07VBqWH6NG8L2ad3l84UKk,2015-10-30,68,205280,False,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh
Wiped Out!,4Tp4gRuDo1sIMP6gH9LwuH,2015-10-30,59,373373,False,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh
Adventures In Solitude,6mR92A7IzMIx6aYnbQDIHu,2007-08-20,34,256373,False,The New Pornographers,4mO4aGO6u29UyR6XLZR9XW
The Outfield,0H188Mi13wkwwwUvczPdmC,2018-09-07,45,232306,False,The Night Game,79QO0Xmn1dZhvaLicS2Yrs
Burn,0tHOTQBn2M4CD2dcyHivth,1994-03-25,54,398933,False,The NoReasons,7fDI0LVcDOca98EnGuXqgv
Memories,4c37fNeMZH98oIqGYVGF0o,2016-08-01,48,379100,False,The Northern Lights,1GpwgKzyUlA384o6IKrNIM
Juicy - 2005 Remaster,5ByAIlEEnxYdvpnezg7HTX,1994-09-13,76,302760,True,The Notorious B.I.G.,5me0Irg2ANcsgc93uaYrpb
Who Shot Ya? - 2007 Remaster,2kM3gIkHRiikiaIUFk3Fje,2007-03-05,55,316506,True,The Notorious B.I.G.,5me0Irg2ANcsgc93uaYrpb
Hypnotize - 2007 Remaster,6Tsu3OsuMz4KEGKbOYd6A0,2007-03-05,72,230000,True,The Notorious B.I.G.,5me0Irg2ANcsgc93uaYrpb
Big Poppa - 2007 Remaster,63BcfK6YAzJYeISaTPr6IO,2007-03-05,72,249866,True,The Notorious B.I.G.,5me0Irg2ANcsgc93uaYrpb
Consequence,4Uarjnm77btqIwgozzrnZx,2003-02-25,33,313733,False,The Notwist,1o4xLcugkCtDDOw7POAMha
All of Me - Instrumental Version,6Y4vIaWMWKZCSOdt9IAgvP,2011,37,297533,False,The O'Neill Brothers Group,0cylxW7HGdK9xMdubw2oYW
Elvira,0mG66FLhO0iZ6XCAGdjpax,1981-01-01,60,225626,False,The Oak Ridge Boys,3XnO697XIus1M0cMuxZjos
Pretty Fly (For A White Guy),3SFXsFpeGmBTtQvKiwYMDA,1998-11-16,75,188666,False,The Offspring,5LfGQac0EIXyAN8aUwmNAQ
The Kids Aren't Alright,4EchqUKQ3qAQuRNKmeIpnf,1998-11-16,79,180160,False,The Offspring,5LfGQac0EIXyAN8aUwmNAQ
"Blue Room - 7"" Mix",6yqPrme30dPVQqUSO8qSHA,2013-01-01,30,233246,False,The Orb,5HAtRoEPUvGSA7ziTGB1cF
Towers Of Dub,4g7tpAwxu52GnEGWm05NkW,1992-06-29,17,900466,False,The Orb,5HAtRoEPUvGSA7ziTGB1cF
Majestic,2m3pmafAgsy77Knir8qzN6,1992-06-29,12,666693,False,The Orb,5HAtRoEPUvGSA7ziTGB1cF
O.O.B.E.,3CE1CBZAbsXRPdan2hZOWB,1992-06-29,15,771733,False,The Orb,5HAtRoEPUvGSA7ziTGB1cF
Moonbuilding 2703 AD,2Bzo7YPDd1s0n9VDVKxAOU,2015-06-22,14,784173,False,The Orb,5HAtRoEPUvGSA7ziTGB1cF
Rocky Top,6se4sK4ZbkNgOJUkmszbxX,2008-05-30,46,161226,False,The Osborne Brothers,6gM87haEMrst4Eqdobf98c
Your Love,4oDZ5L8izBals6jKBJDBcX,1985-06-29,75,216466,False,The Outfield,1zxDewzd2j1ZdSBGaYcr0y
Bloom - Bonus Track,1HMQmOWrkieKYWlFsjUP3D,2013-03-05,73,210080,False,The Paper Kites,79hrYiudVcFyyxyJW0ipTy
On a Clear Day You Can See Forever,3FzBRKgDtjtv0Xu0diOzib,1993-02-11,43,219733,False,The Peddlers,1SfS0vGzcG9mHoYSJcVNRh
